OG_ID	rep_gene_name	rep_name_source	aBSREL_any	absrel_num_dry_branches	absrel_dry_ge2	CNEE_bf3plus	Expr_any_Kidney	de_Kidney	gene_name
OG_0003280	FOXO3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003303	LOC100224677	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003319	UNC79	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003336	MIPEP	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003352	CSRNP1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003402	HSPA2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003515	ARHGAP36	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003538	TPX2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003543	GCN1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003624	DCUN1D3	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0003667	abcb6	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003685	CDK5RAP2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003729	PPIL4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003779	FEV	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003806	SLC30A1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003808	LOC100227698	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003913	MTHFD1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003932	PANK3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003967	LOC100219837	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004019	LRRN1	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004021	LRRN2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004054	HM13	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004080	Commd1	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004095	DUSP1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004103	ERCC6	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004108	SMOX	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0004134	ACAT2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004138	TEX14	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004144	POLK	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004197	MOB3B	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004229	WDR11	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004232	FASN	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004254	APOB	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004297	WDR19	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004326	CTSD	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004382	STK39	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004400	COPG1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004402	FKBP4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004403	FKBP5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004407	PDK1	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004443	FYB2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004521	NEXMIF	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004550	MCM3AP	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004681	GEMIN5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004708	RUSC1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004715	BEND3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004785	GSR	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004802	PCGF3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004803	PCGF5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004811	SYNPO	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004838	P2RY6	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004840	P2RY2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004843	BACH1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004847	PTCHD1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004881	EPHX1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004882	LOC100227392	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004892	LOC420808	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004936	PRICKLE1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004996	SEC14L5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005027	SH3RF1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005028	SH3RF2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005119	PRKDC	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005127	NECAB2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005143	RASSF1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005145	RASSF5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005159	ZBTB47	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005160	LRP12	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005195	CARS2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005208	PAPSS1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005219	BRCA2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005237	LOC100225021	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005310	ENPP6	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005328	ZBTB20	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0005340	CCNA2	taeGut_geneID	TRUE	1	0	FALSE	TRUE	1	CCNA2
OG_0005350	CCND3	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0005366	BTBD7	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005403	KIAA1549	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005404	FAM110D	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005407	FAM110A	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005432	HPS1	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005444	POLRMT	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005465	LOC100231240	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005474	SLC9A3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005490	PNPLA8	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005541	RIC8A	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005562	NPHP4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005567	FLOT2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005600	SUN2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005602	FCHO1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005688	ascc3	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005689	COG1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005699	DUSP11RC1I	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005700	ITPKA	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005767	GPSM2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005771	LYST	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005774	CIAO1	taeGut_geneID	TRUE	1	0	FALSE	TRUE	1	CIAO1
OG_0005789	HSPA4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005832	stringtie_mRNA_18270	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005835	PREX2	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005848	SELENOO	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005886	SLF2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005917	THRA	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005945	MAPRE3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005988	ARHGAP11A	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006087	LOC105758723	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006091	GPT2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006107	THSD7A	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006121	SYT2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006162	ZDHHC3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006193	AKNA	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006233	ZSWIM8	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006257	SYNM	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006279	USPL1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006359	PLEKHM3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006366	USH1C	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006383	LAMA4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006420	SART3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006467	NRBP1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006509	MFSD1	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006531	NLN	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006543	HSD17B1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006561	COL12A1	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006569	SYCP2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006625	FAM179B	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006633	MFSD2B	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006658	VDAC2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006683	LOC100219548	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006700	NAB1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006703	COL16A1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006710	NRIP1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006728	INO80D	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006743	YWHAB	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0006748	YWHAH	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006759	GNL2	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0006782	NPEPPS	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006815	MRC2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006819	LOC100231534	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006821	LOC100228653	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006835	ACBD5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006861	FRMD3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006917	HERPUD1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006925	UQCRC2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006974	TRIM13	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006976	XKRX	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006977	XK	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006997	OLFM3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007035	FAR1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007059	MCAM	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007128	EIF4G2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007132	MDH1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007133	MDH2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007137	LDHB	taeGut_geneID	TRUE	1	0	FALSE	TRUE	1	LDHB
OG_0007175	PDHA1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007193	IRX3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007194	IRX1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007223	THBS1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007249	FKBP9	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007300	CTTNBP2NL	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007302	HOXB5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007304	HOXC6	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007315	BICRAL	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007377	RHPN2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007381	LOC100220427	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007400	PLBD2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007406	G3BP1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007414	GOLGA4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007420	TACC3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007437	CCN1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007440	CCN4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007444	CNR1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007480	PLEKHA1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007505	PARP1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007614	TPST1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007619	LOC100229225	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007653	SPP1	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007682	ZK1290.5	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007690	ATP1B3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007693	RET	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007738	HAO2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007749	LETM2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007750	LETM1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007768	SH3BP5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007847	XPC	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007849	ENO1	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007882	VIM	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007885	ADRA1D	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007906	MYL9	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007928	BUB3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007957	WSB2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007964	F2RL2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0008015	TCAIM	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0008025	VPS50	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0008037	LONP1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0008052	AHNAK	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0008064	PDGFRA	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0008067	CSF1R	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0008084	HERC2	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0008097	PKP1	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0008117	LOC100225139	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0008137	MCC	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0008146	ak2	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0008172	LOC100224521	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0008206	DDO	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0008224	stringtie_mRNA_36286	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0008227	MMP7	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0008236	ZNF710	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0008237	ARHGAP31	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0008314	ARMH3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0008317	EOMES	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0008320	TOPAZ1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0008349	GEMIN4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0008373	CHPF	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0008439	TRAK1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
