OG_ID	gene_name	short_gene_name	aBSREL_any	absrel_num_dry_branches	absrel_dry_ge2	CNEE_bf3plus	Expr_any_Heart	de_Heart
OG_0003202	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003243	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003244	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003255	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003280	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003300	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003303	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003322	NA	NA	FALSE	0	0	TRUE	TRUE	1
OG_0003327	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003331	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003336	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003399	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003415	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003485	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003535	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003667	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003689	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003727	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003729	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003751	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003764	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003800	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003835	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004022	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004074	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004075	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004095	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004097	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004099	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004130	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004158	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004166	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004170	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004175	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004181	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004277	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004295	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004306	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004368	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004407	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004443	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004611	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004676	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004681	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004713	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004720	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004750	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004756	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004785	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004811	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004817	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004824	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004834	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004838	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004839	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004843	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004844	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004847	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004883	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004931	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004996	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004999	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005054	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005087	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005110	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005135	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005136	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005143	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005168	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005189	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005195	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005208	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005211	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005216	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005220	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005328	NA	NA	FALSE	0	0	TRUE	TRUE	1
OG_0005334	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005390	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005395	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005432	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005456	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005574	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005575	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005672	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005700	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005773	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005777	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005826	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005834	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005860	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005890	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005994	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006011	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006025	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006030	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006181	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006215	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006216	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006333	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006334	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006384	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006543	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006593	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006617	NA	NA	FALSE	0	0	TRUE	TRUE	1
OG_0006619	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006658	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006690	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006700	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006703	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006719	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006745	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006748	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006815	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006819	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006854	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006868	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006974	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007079	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007091	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007111	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007129	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007133	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007175	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007231	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007290	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007316	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007378	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007400	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007406	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007437	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007461	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007470	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007505	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007555	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007575	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007614	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007625	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007715	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007749	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007766	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007816	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007834	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007847	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007875	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007882	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007885	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007897	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007905	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007906	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007909	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007918	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007921	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007922	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007964	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007966	NA	NA	FALSE	0	0	TRUE	TRUE	1
OG_0007971	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008002	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008008	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008052	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008064	NA	NA	FALSE	0	0	TRUE	TRUE	1
OG_0008067	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008097	NA	NA	FALSE	0	0	TRUE	TRUE	1
OG_0008098	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008117	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008146	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008172	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008206	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008237	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008252	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008259	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008308	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008419	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008450	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008451	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008456	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008530	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008531	ACTR3B	XM_072925309.1.38	TRUE	1	0	FALSE	TRUE	1
OG_0008547	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008551	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008563	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008581	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008595	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008604	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008635	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008722	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008756	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009005	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009023	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009055	NA	NA	FALSE	0	0	TRUE	TRUE	1
OG_0009232	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009265	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009301	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009309	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009331	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009337	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009391	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009439	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009464	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009546	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009550	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009564	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009565	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009615	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009617	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009722	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009755	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009767	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009775	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009826	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009873	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009883	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009906	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009929	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0010014	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0010033	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0010035	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0010051	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0010067	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0010156	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0010175	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0010192	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0010209	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0010265	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0010343	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0010355	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0010359	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0010395	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0010437	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0010512	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0010617	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0010629	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0010644	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0010655	Il17rc	Il17rc	TRUE	1	0	FALSE	TRUE	1
OG_0010664	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0010674	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0010678	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0010685	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0010714	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0010827	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0010857	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0010908	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0010937	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0010952	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011013	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011086	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011252	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011256	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011259	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011262	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011338	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011356	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011374	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011442	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011454	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011466	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011484	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011516	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011584	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011599	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011625	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011669	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011683	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011717	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011755	Klf4	Klf4	TRUE	1	0	FALSE	TRUE	1
OG_0011765	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011776	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011779	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011783	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011800	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011806	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011822	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011823	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011917	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011932	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011958	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0011966	NA	NA	FALSE	0	0	TRUE	TRUE	1
OG_0011999	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012000	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012013	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012108	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012125	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012141	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012190	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012267	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012311	NA	NA	FALSE	0	0	TRUE	TRUE	1
OG_0012313	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012338	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012362	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012384	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012393	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012424	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012471	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012568	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012574	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012575	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012576	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012590	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012591	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012599	RBFA	RBFA	TRUE	1	0	FALSE	TRUE	1
OG_0012608	SPRY3	SPRY3	TRUE	1	0	FALSE	TRUE	1
OG_0012623	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012694	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012696	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012740	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012797	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012804	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012822	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012859	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012867	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012885	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012889	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012891	NA	NA	FALSE	0	0	TRUE	TRUE	1
OG_0012915	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012957	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012964	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012990	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0012996	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013035	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013037	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013081	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013144	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013164	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013171	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013179	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013274	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013354	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013389	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013410	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013418	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013422	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013471	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013479	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013514	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013597	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013603	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013669	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013708	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013726	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013738	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013739	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013748	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013756	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013825	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013868	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013871	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013899	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013930	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013944	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013960	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013975	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0013979	COQ6	XM_072930245.1.39	TRUE	1	0	FALSE	TRUE	1
OG_0013988	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0014086	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0014101	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0014107	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0014116	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0014148	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0014167	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0014366	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0014466	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0014540	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0014545	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0014656	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0014657	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0014659	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0014701	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0014758	NA	NA	FALSE	0	0	FALSE	TRUE	1
