OG_ID	gene_name	aBSREL_any	absrel_num_dry_branches	absrel_dry_ge2	CNEE_bf3plus	Expr_any_Brain	de_Brain
OG_0002984	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003006	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003009	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003045	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003048	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003049	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003087	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003093	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003094	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003155	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003158	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003159	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003243	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003254	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003255	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003280	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003301	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003302	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003313	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003322	NA	FALSE	0	0	TRUE	TRUE	1
OG_0003325	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003326	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003327	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003331	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003336	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003399	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003400	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003401	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003402	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003448	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003473	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003535	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003538	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003543	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003550	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003552	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003573	NA	FALSE	0	0	TRUE	TRUE	1
OG_0003603	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003659	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003667	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003689	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003734	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003742	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003764	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003806	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003861	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003873	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003912	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003928	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003968	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003989	NA	FALSE	0	0	TRUE	TRUE	1
OG_0004021	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004022	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004032	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004033	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004054	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004070	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004080	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004095	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004101	RTTN	TRUE	1	0	FALSE	TRUE	1
OG_0004130	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004141	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004144	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004153	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004158	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004165	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004171	NA	FALSE	0	0	TRUE	TRUE	1
OG_0004175	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004181	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004197	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004218	LRRCC1	TRUE	1	0	FALSE	TRUE	1
OG_0004229	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004332	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004396	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004443	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004445	NA	FALSE	0	0	TRUE	TRUE	1
OG_0004554	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004587	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004600	NA	FALSE	0	0	TRUE	TRUE	1
OG_0004611	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004663	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004676	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004683	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004715	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004720	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004753	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004754	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004785	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004787	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004811	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004827	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004838	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004839	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004854	NA	FALSE	0	0	TRUE	TRUE	1
OG_0004939	NA	FALSE	0	0	TRUE	TRUE	1
OG_0004973	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004977	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004996	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004999	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005076	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005091	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005108	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005110	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005116	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005132	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005136	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005142	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005145	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005154	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005160	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005189	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005194	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005195	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005208	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005212	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005222	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005263	NA	FALSE	0	0	TRUE	TRUE	1
OG_0005320	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005321	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005328	NA	FALSE	0	0	TRUE	TRUE	1
OG_0005350	NA	FALSE	0	0	TRUE	TRUE	1
OG_0005366	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005390	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005395	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005403	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005432	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005444	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005456	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005465	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005574	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005610	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005620	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005634	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005653	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005668	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005672	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005689	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005700	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005747	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005766	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005773	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005774	CIAO1	TRUE	1	0	FALSE	TRUE	1
OG_0005789	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005790	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005795	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005797	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005836	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005849	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005850	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005858	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005863	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005886	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005905	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005907	NA	FALSE	0	0	TRUE	TRUE	1
OG_0005917	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005977	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005989	NA	FALSE	0	0	TRUE	TRUE	1
OG_0005994	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006011	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006026	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006030	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006035	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006052	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006101	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006104	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006117	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006123	NA	FALSE	0	0	TRUE	TRUE	1
OG_0006139	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006175	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006177	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006216	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006258	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006271	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006308	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006352	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006381	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006390	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006455	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006467	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006471	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006491	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006492	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006511	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006530	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006544	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006561	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006569	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006593	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006600	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006632	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006700	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006743	NA	FALSE	0	0	TRUE	TRUE	1
OG_0006746	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006748	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006765	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006769	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006782	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006822	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006840	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006845	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006883	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006893	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006943	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006970	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006972	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006973	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006977	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007007	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007013	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007034	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007079	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007099	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007100	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007102	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007110	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007111	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007128	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007129	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007130	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007175	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007187	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007195	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007197	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007200	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007218	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007219	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007231	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007249	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007270	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007290	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007291	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007317	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007331	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007338	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007378	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007387	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007398	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007400	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007437	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007446	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007470	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007519	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007555	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007575	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007577	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007587	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007651	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007668	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007690	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007701	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007715	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007749	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007768	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007812	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007828	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007834	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007839	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007847	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007875	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007882	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007885	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007886	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007897	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007918	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007921	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007928	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007971	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007972	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008003	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008008	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008025	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008037	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008095	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008097	NA	FALSE	0	0	TRUE	TRUE	1
OG_0008110	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008146	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008183	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008208	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008218	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008224	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008282	stringtie_mRNA_54924	TRUE	1	0	FALSE	TRUE	1
OG_0008313	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008318	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008382	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008408	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008419	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008439	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008442	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008456	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008473	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008476	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008478	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008491	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008497	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008502	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008530	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008533	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008534	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008543	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008551	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008563	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008578	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008580	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008581	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008589	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008600	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008639	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008649	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008682	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008684	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008685	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008691	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008694	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008749	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008753	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008766	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008823	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008836	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008837	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008845	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008863	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008880	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008898	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008933	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008935	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008970	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008978	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008979	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009005	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009028	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009030	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009055	NA	FALSE	0	0	TRUE	TRUE	1
OG_0009056	NA	FALSE	0	0	TRUE	TRUE	1
OG_0009065	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009069	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009177	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009189	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009232	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009254	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009264	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009319	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009418	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009420	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009453	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009456	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009546	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009558	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009566	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009610	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009613	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009621	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009626	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009685	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009712	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009747	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009751	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009755	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009782	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009873	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009883	NA	FALSE	0	0	FALSE	TRUE	1
OG_0009910	ENG	TRUE	1	0	FALSE	TRUE	1
