OG_ID	rep_gene_name	rep_name_source	aBSREL_any	absrel_num_dry_branches	absrel_dry_ge2	CNEE_bf3plus	Expr_any_Brain	de_Brain	gene_name
OG_0001923	ATP2B1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001931	PTPRU	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001937	TENM4	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001938	Tenm3	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001952	SMC3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001953	SMC2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001973	PER2	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001976	CPAMD8	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002018	KCNA4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002020	KCNA3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002030	Cacna1g	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002038	LOC100221646	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002059	DLGAP1	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0002090	LOC100220079	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002096	DIP2B	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002097	DIP2C	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002187	ING5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002249	SEZ6L	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002250	SEZ6	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0002273	TAF2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002274	bf1	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002284	HCN4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002304	SMCR8	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002351	PREPL	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002380	DPF2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002403	CPE	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002464	SLAIN2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002467	znf711	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002569	LOC100222565	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002606	RANBP9	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002663	EMSY	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002696	stringtie_mRNA_1421	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002711	STX12	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002712	STX1A	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002802	SHMT1	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002804	GPAT4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002807	BTBD3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002818	LRRC57	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002833	TSPAN6	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002834	TSPAN7	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002932	LOC100229508	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002937	RGS4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002984	stringtie_mRNA_48856	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003006	NKRF	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003009	SEPTIN2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003045	ENTREP3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003048	MTCL2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003049	KIAA1549L	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003087	VCP	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003093	PHN	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003094	NUP153	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003155	SCP2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003158	PAK1IP1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003159	NEDD1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003243	DDX18	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003254	CLUH	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003255	LOC100221249	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003280	FOXO3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003301	SSTR3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003302	SSTR5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003313	EMILIN2	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003322	P3H1	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0003325	EPG5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003326	MCM4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003327	MCM8	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003331	MCM3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003336	MIPEP	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003399	DPY19L3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003400	HYOU1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003401	HSPA8	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003402	HSPA2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003448	DSCAM	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003473	EEF1A2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003535	NET1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003538	TPX2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003543	GCN1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003550	MACROH2A2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003552	H2AX	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003573	CRTAC1	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0003603	BRD9	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003659	XPO1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003667	abcb6	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003689	SYDE2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003734	PPIE	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003742	PPID	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003764	Etv5	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003806	SLC30A1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003861	ATG2A	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003873	VGLL3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003912	MTHFD1L	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003928	PANK1	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003968	GPD1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003989	ASB11	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0004021	LRRN2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004022	AMBRA1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004032	MTX1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004033	SCYL2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004054	HM13	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004070	NPR2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004080	Commd1	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004095	DUSP1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004101	RTTN	taeGut_geneID	TRUE	1	0	FALSE	TRUE	1	RTTN
OG_0004130	ACAA2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004141	USP2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004144	POLK	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004153	PCDH17	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004158	BMP7	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004165	IGSF10	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004171	CMTM4	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0004175	DYNC1LI1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004181	EWSR1	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004197	MOB3B	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004218	LRRCC1	taeGut_geneID	TRUE	1	0	FALSE	TRUE	1	LRRCC1
OG_0004229	WDR11	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004332	MAPK8IP2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004396	MFSD11	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004443	FYB2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004445	GLIS1	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0004554	TNPO3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004587	LIMS2	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004600	MCTP1	galGal_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0004611	RSBN1L	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004663	DGLUCY	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004676	STT3A	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004683	FRY	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004715	BEND3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004720	MTF2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004753	NELL2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004754	ELL1	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004785	GSR	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004787	TXNRD3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004811	SYNPO	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004827	TFPI	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004838	P2RY6	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004839	stringtie_mRNA_39499	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004854	PHF14	galGal_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0004939	PRICKLE2	galGal_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0004973	YTHDF3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004977	YTHDF1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004996	SEC14L5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004999	PDCD11	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005076	DHX9	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005091	EEF2K	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005108	PRKAR1B	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005110	PRKAR2B	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005116	MARS2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005132	ELP1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005136	LOC100225641	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005142	ZC3H6	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005145	RASSF5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005154	LOC100228780	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005160	LRP12	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005189	CSK	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005194	CARS1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005195	CARS2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005208	PAPSS1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005212	PLOD1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005222	HS3ST5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005263	CNTNAP1	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0005320	SOBP	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005321	LOC100225172	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005328	ZBTB20	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0005350	CCND3	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0005366	BTBD7	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005390	SIN3A	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005395	SCRN2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005403	KIAA1549	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005432	HPS1	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005444	POLRMT	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005456	LOC100228578	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005465	LOC100231240	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005574	Atp10a	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005610	stringtie_mRNA_232	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005620	OGFR	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005634	OPRK1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005653	RICTOR	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005668	LOC100190722	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005672	LOC116808685	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005689	COG1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005700	ITPKA	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005747	MIGA2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005766	PLCE1	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005773	SEC13	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005774	CIAO1	taeGut_geneID	TRUE	1	0	FALSE	TRUE	1	CIAO1
OG_0005789	HSPA4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005790	HSPH1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005795	AARS1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005797	RNF216	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005836	PREX1	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005849	AZIN1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005850	ODC1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005858	NME2	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005863	NFS1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005886	SLF2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005905	ZNF512B	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005907	SNAPC4	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0005917	THRA	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005977	RGS19	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0005989	RABL6	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0005994	CRAMP1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006011	GALNT14	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006026	ERP29	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006030	TXNDC5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006035	SMG1	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006052	PISD	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006101	D1DR	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006104	DRD5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006117	BTD	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006123	SYT1	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0006139	NCAPD2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006175	MAN2C1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006177	RHCE	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006216	FLRT2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006258	SYT16	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006271	LRRTM4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006308	MYO19	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006352	PPARGC1B	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006381	DEPDC1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006390	CHP1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006455	GSG1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006467	NRBP1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006471	HTR1A	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006491	SLC39A12	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006492	THADA	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006511	LOC100226561	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006530	THOP1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006544	LOC100220645	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006561	COL12A1	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006569	SYCP2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006593	FSTL4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006600	CRHR1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006632	MFSD2A	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006700	NAB1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006743	YWHAB	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0006746	YWHAG	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006748	YWHAH	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006765	PLA2G7	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006769	MICAL3	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006782	NPEPPS	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006822	GIGYF2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006840	MAFK	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006845	B3GALT2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006883	ALK	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006893	HELB	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006943	RARS1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006970	REXO1	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006972	ANKRD34B	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006973	ANKRD34C	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0006977	XK	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007007	SEC23IP	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007013	IQUB	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007034	LOC100227890	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007079	ZBTB1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007099	TDRD3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007100	BAP1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007102	LZTR1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
