OG_ID	gene_name	short_gene_name	aBSREL_any	absrel_num_dry_branches	absrel_dry_ge2	CNEE_bf3plus	Expr_any_Brain	de_Brain
OG_0003087	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003093	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003094	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003155	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003158	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003159	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003243	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003254	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003255	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003280	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003301	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003302	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003313	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003322	NA	NA	FALSE	0	0	TRUE	TRUE	1
OG_0003325	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003326	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003327	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003331	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003336	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003399	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003400	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003401	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003402	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003448	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003473	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003535	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003538	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003543	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003550	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003552	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003573	NA	NA	FALSE	0	0	TRUE	TRUE	1
OG_0003603	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003659	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003667	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003689	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003734	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003742	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003764	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003806	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003861	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003873	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003912	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003928	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003968	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003989	NA	NA	FALSE	0	0	TRUE	TRUE	1
OG_0004021	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004022	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004032	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004033	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004054	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004070	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004080	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004095	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004101	RTTN	XM_025147290.3.103	TRUE	1	0	FALSE	TRUE	1
OG_0004130	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004141	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004144	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004153	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004158	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004165	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004171	NA	NA	FALSE	0	0	TRUE	TRUE	1
OG_0004175	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004181	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004197	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004218	LRRCC1	XM_015282848.4.92	TRUE	1	0	FALSE	TRUE	1
OG_0004229	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004332	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004396	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004443	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004445	NA	NA	FALSE	0	0	TRUE	TRUE	1
OG_0004554	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004587	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004600	NA	NA	FALSE	0	0	TRUE	TRUE	1
OG_0004611	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004663	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004676	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004683	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004715	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004720	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004753	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004754	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004785	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004787	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004811	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004827	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004838	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004839	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004854	NA	NA	FALSE	0	0	TRUE	TRUE	1
OG_0004939	NA	NA	FALSE	0	0	TRUE	TRUE	1
OG_0004973	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004977	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004996	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004999	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005076	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005091	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005108	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005110	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005116	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005132	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005136	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005142	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005145	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005154	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005160	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005189	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005194	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005195	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005208	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005212	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005222	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005263	NA	NA	FALSE	0	0	TRUE	TRUE	1
OG_0005320	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005321	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005328	NA	NA	FALSE	0	0	TRUE	TRUE	1
OG_0005350	NA	NA	FALSE	0	0	TRUE	TRUE	1
OG_0005366	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005390	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005395	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005403	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005432	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005444	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005456	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005465	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005574	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005610	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005620	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005634	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005653	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005668	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005672	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005689	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005700	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005747	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005766	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005773	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005774	CIAO1	XM_041720517.2.1858	TRUE	1	0	FALSE	TRUE	1
OG_0005789	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005790	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005795	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005797	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005836	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005849	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005850	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005858	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005863	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005886	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005905	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005907	NA	NA	FALSE	0	0	TRUE	TRUE	1
OG_0005917	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005977	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0005989	NA	NA	FALSE	0	0	TRUE	TRUE	1
OG_0005994	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006011	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006026	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006030	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006035	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006052	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006101	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006104	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006117	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006123	NA	NA	FALSE	0	0	TRUE	TRUE	1
OG_0006139	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006175	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006177	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006216	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006258	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006271	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006308	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006352	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006381	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006390	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006455	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006467	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006471	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006491	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006492	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006511	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006530	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006544	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006561	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006569	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006593	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006600	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006632	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006700	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006743	NA	NA	FALSE	0	0	TRUE	TRUE	1
OG_0006746	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006748	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006765	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006769	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006782	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006822	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006840	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006845	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006883	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006893	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006943	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006970	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006972	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006973	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0006977	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007007	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007013	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007034	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007079	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007099	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007100	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007102	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007110	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007111	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007128	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007129	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007130	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007175	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007187	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007195	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007197	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007200	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007218	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007219	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007231	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007249	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007270	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007290	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007291	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007317	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007331	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007338	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007378	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007387	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007398	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007400	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007437	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007446	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007470	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007519	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007555	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007575	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007577	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007587	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007651	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007668	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007690	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007701	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007715	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007749	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007768	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007812	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007828	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007834	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007839	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007847	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007875	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007882	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007885	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007886	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007897	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007918	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007921	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007928	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007971	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0007972	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008003	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008008	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008025	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008037	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008095	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008097	NA	NA	FALSE	0	0	TRUE	TRUE	1
OG_0008110	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008146	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008183	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008208	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008218	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008224	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008282	stringtie_mRNA_54924	stringtie_mRNA_54924	TRUE	1	0	FALSE	TRUE	1
OG_0008313	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008318	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008382	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008408	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008419	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008439	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008442	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008456	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008473	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008476	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008478	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008491	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008497	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008502	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008530	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008533	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008534	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008543	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008551	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008563	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008578	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008580	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008581	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008589	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008600	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008639	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008649	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008682	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008684	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008685	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008691	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008694	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008749	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008753	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008766	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008823	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008836	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008837	NA	NA	FALSE	0	0	FALSE	TRUE	1
OG_0008845	NA	NA	FALSE	0	0	FALSE	TRUE	1
