OG_ID	rep_gene_name	rep_name_source	aBSREL_any	absrel_num_dry_branches	absrel_dry_ge2	CNEE_bf3plus	Expr_any_Muscle	de_Muscle	gene_name
OG_0011917	CEBPB	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0011958	APLNR	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0011961	PDGFA	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0011966	ADAM19	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0012016	CSDE1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0012029	COMT	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0012424	ISM1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0012470	TRAPPC12	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0012533	NUDC	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0012601	CD99	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0012639	HECA	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0012696	LOC100190710	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0012822	SERPIND1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0012858	RALBP1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0012859	RALBP1	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0012996	LRRC17	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0013000	stringtie_mRNA_20529	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0013037	VASN	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0013093	CDC5L	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0013354	YBX3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0013408	ZBTB37	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0013409	SPTY2D1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0013449	SCAPER	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0013467	PACC1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0013471	DNAJC2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0013597	MPHOSPH8	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0013929	ERP44	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0013976	TPRA1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0014047	MXRA8	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0014064	ZNF407	parsed_from_gene_id	FALSE	0	0	TRUE	TRUE	1	NA
OG_0014101	PARL	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0014117	GPALPP1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0014328	MIDN	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0014402	MAEA	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0014540	POLR1E	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0014545	UBAC1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0014635	PRR33	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0014701	KBTBD13	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0014823	AMT	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0014962	EIF2B3	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0015010	MPI	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0015098	ZFP36L2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0015158	DNAJC1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0015272	DCN	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0015346	PTCD1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0015355	ZRSR2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0015512	TBRG4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0015586	MCM2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0015800	ORMDL1	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0015930	FBLN5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0016075	LOC100226207	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0016255	ANKRD1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0016303	ANGPTL2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0016346	UCHL1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0016574	USP39	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0016614	COX19	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0016912	IER5L	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0016923	PRELP	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0017029	UBFD1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0017150	LOC101233303	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0017156	ICOSLG	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0017220	CDH13	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0017228	RPUSD3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0017335	PRUNE1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0017412	HAUS8	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0017420	CEP15	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0017502	RPL8	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0017704	CAVIN4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0017803	BCAS2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0017813	PELO	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0017989	LHX6	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018021	LOC100232794	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018046	TMUB2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018072	RXFP3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018093	BAG2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018143	EMC7	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018407	SPON2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018474	DENR	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018543	RBM20	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018669	MRPL37	taeGut_geneID	TRUE	1	0	FALSE	TRUE	1	MRPL37
OG_0018739	TOE1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018745	ERG28	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018747	CTBS	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018753	NUDT2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018911	SMIM19	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018918	NDUFB9	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018952	PNO1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018963	THOC7	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0019333	CFDP1	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0019345	OGG1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0019367	stringtie_mRNA_38677	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0019452	NHLRC1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0019567	IK	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0019638	MFAP5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0019649	RHBDD2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0019685	PIGF	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0019810	UMPS	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0019917	PDPN	taeGut_geneID	TRUE	1	0	FALSE	TRUE	1	PDPN
OG_0019970	INO80C	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0019979	SOD3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0019995	LRRC42	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0020322	C2H6orf62	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0020363	PSMD3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0020471	SOBP	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0020505	LOC115495688	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0020534	DLK1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0020540	PRR16	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0020639	RSL24D1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0020663	TMEM115	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0020673	PHYH	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0020676	ATP5PB	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0020798	LOC100222365	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0020916	RCL1	taeGut_geneID	TRUE	1	0	FALSE	TRUE	1	RCL1
OG_0020960	PSPH	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0021152	MAB21L2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0021153	MAB21L1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0021177	SYS1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0021188	ELOC	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0021364	Rnpepl1	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0021411	OLFML3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0021454	MRPL30	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0021504	TXN2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0021546	C17H9orf78	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0021552	TMEM208	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0021758	APOLD1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0021807	PRADC1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0022066	SPATA2L	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0022497	DPT	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0022505	NDUFB5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0022860	NXPH3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0022885	CCDC167	taeGut_geneID	TRUE	1	0	FALSE	TRUE	1	CCDC167
OG_0022896	MICOS13	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0022933	NDUFA7	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0022945	ISCA1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0023425	PPP1R27	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0023466	OSTC	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0023914	HIGD2A	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0025066	NPC2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0025552	LOC100228345	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0025564	C3H1orf115	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0025613	MRPL27	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0025650	RPS27A	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0026002	LOC115491036	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0026005	PYURF	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0026442	URB2	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0026680	RARRES2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0026729	Cygb	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0026788	RPL9	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0027046	SYNCRIP	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0027124	RUSC2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0027180	LOC100231110	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0027882	SLC37A4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0028019	ANKRD11	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0028020	ANKRD12	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0028036	USP53	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0028597	GPX3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0028823	GOLGB1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0028892	MAP1A	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0028974	SLC16A3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0029017	PY	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0030985	AMOTL1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0030992	RLF	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0031026	MSH6	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0031147	CUL3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0031236	GNA12	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0031295	ARID4B	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0031323	KPNA1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0031351	MYPN	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0032988	HIVEP2	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0032997	SLC26A5	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0033037	LAMB2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0033039	UBR3	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0033283	LOC100224101	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0033416	PIK3CG	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0033458	RB1CC1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0033919	XIRP1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0034123	KIF16B	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0036153	CGNL1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0038985	MSN	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0038988	RDX	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0039006	XRN2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0039097	SORL1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0041455	KDM4A	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0041508	ENAH	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0041592	PRKAG3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0041909	LOC115496608	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0041960	NRDC	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0041968	NAA15	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0042032	NID2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0042136	LOC100227584	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0042249	LOC100224290	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0042263	LOC100224543	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
