OG_ID	rep_gene_name	rep_name_source	aBSREL_any	absrel_num_dry_branches	absrel_dry_ge2	CNEE_bf3plus	Expr_any_Liver	de_Liver	gene_name
OG_0007129	POLR3A	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007203	PWWP2B	taeGut_geneID	TRUE	1	0	FALSE	TRUE	1	Pwwp2b
OG_0007270	DDB1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007437	CCN1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007505	PARP1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007506	PARP3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007693	RET	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007750	LETM1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007849	ENO1	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0007875	NEK4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0008097	PKP1	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0008206	DDO	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0008218	LOC116806607	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0008442	IGSF9	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0008498	RALB	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0008669	LRRC66	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0008685	IL17RA	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0008823	CDS2	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0008837	CHST1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0008933	IRF2BP2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0009007	LOC101747780	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0009023	PROSER1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0009209	ASCC2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0009337	SLC38A7	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0009423	BTG1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0009546	HAUS6	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0009614	SYNGR2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0009638	TEKT2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0009698	LRRC41	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0009724	LMAN2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0009782	LOC105759175	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0010014	CYB561A3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0010079	LOC100224303	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0010110	CTSA	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0010175	CCNT1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0010237	FLII	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0010343	MYOT	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0010355	PPIG	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0010379	FBXW5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0010400	PHOSPHO1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0010589	ABAT	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0010648	PAG1	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0010674	DIPK1B	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0010677	SHTN1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0010745	PSMA4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0011125	TMEM131	parsed_from_gene_id	FALSE	0	0	TRUE	TRUE	1	NA
OG_0011174	PPL	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0011207	CSGALNACT2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0011456	ZBTB41	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0011466	GZF1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0011516	FAHD1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0011528	IFRD2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0011534	RMC1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0011573	SLC45A2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0011599	KCTD21	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0011625	TWNK	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0011686	ORC4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0011717	WBP4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0011779	RIPK2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0011851	ELP2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0011917	CEBPB	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0012440	B4GALT4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0012445	IRF7	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0012471	H1-0	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0012479	IPMK	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0012553	GCLC	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0012603	GPR174	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0012604	P2RY10	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0012627	LPGAT1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0012696	LOC100190710	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0012835	LOC100220412	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0012858	RALBP1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0012859	RALBP1	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0012885	RXYLT1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0013152	C14H8orf33	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0013229	IPP	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0013247	ARHGDIA	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0013273	C2H7orf25	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0013288	SEMA6B	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0013289	SEMA4G	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0013373	CXADR	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0013386	FST	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0013409	SPTY2D1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0013597	MPHOSPH8	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0013669	H3-3A	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0013720	stringtie_mRNA_27302	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0013868	PRG4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0014225	SLC25A29	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0014320	IL10RB	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0014330	ITGB1BP1	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0014406	RTF1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0014540	POLR1E	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0014593	ZPR1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0014653	RNF114	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0014745	GDI2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0014809	TSR3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0014823	AMT	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0014824	NDUFS2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0014825	GPI	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0014974	CHID1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0015098	ZFP36L2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0015122	AMN	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0015312	SCN2B	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0015355	ZRSR2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0015688	ZBTB6	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0015693	ALB	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0015731	RNF26	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0015780	NAGPA	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0015804	PRPF4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0015813	TMEM53	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0015952	FDXR	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0016019	EEF2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0016021	AGXT	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0016142	TSPAN3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0016143	LOC100223824	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0016180	VPS51	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0016353	RFC3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0016391	TTL	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0016405	LOC100226900	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0016450	CNPPD1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0016577	UTP15	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0016636	MVD	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0016700	NGF	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0016737	THBD	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0016923	PRELP	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0016928	GADD45B	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0016986	SORD	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0017038	GK5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0017330	HSPA9	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0017334	METTL9	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0017502	RPL8	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0017561	CFAP298	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0017590	TAF11	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0017701	THAP10	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0017772	MIX23	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0017780	FDPS	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0017813	PELO	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018036	FIBIN	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018046	TMUB2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018112	B3GALT6	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018115	EAPP	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018135	LOC100218813	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018364	GPR39	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018371	TRIM8	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018397	NINJ1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018419	PTGES2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018448	PSMD6	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018615	KIAA1191	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018641	GDF15	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018710	ATP6V0C	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018745	ERG28	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0018911	SMIM19	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0019334	NSMCE4A	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0019414	LOC115494071	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0019445	LOC115497772	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0019447	ORC1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0019449	TM4SF4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0019479	DIO3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0019555	PEX10	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0019569	EXOSC7	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0019772	POLR2J	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0019917	PDPN	taeGut_geneID	TRUE	1	0	FALSE	TRUE	1	PDPN
OG_0019976	LOC100224449	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0019983	PGRMC1	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0020032	QNG1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0020252	LOC140683682	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0020363	PSMD3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0020372	YIPF3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0020395	CENPL	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0020422	WASF3	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0020576	LOC100226992	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0020602	NHP2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0020640	RPL24	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0020663	TMEM115	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0020673	PHYH	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0020863	FAM199X	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0020916	RCL1	taeGut_geneID	TRUE	1	0	FALSE	TRUE	1	RCL1
OG_0020940	HDDC2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0020961	CYCS	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0021177	SYS1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0021434	KLF2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0021454	MRPL30	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0021462	BAMBI	taeGut_geneID	TRUE	1	0	FALSE	TRUE	1	BAMBI
OG_0021492	NDUFA8	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0021561	NDUFV1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0021706	RPS6	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0021740	LOC121469303	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0021792	DDTL	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0021807	PRADC1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0021811	ANKRD49	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0021841	MED10	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0022085	BATF	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0022132	TRAPPC4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0022157	EMC3	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0022505	NDUFB5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0022516	UBL3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0022523	MRPS25	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0022896	MICOS13	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0022913	TTC32	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0022942	BET1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0022945	ISCA1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0022955	EDF1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0023402	PDZK1IP1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0023447	NOP16	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0023458	UQCC2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0023660	Onecut1	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0025046	MRPL53	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0025055	C10H15orf61	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0025072	SRP19	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0025613	MRPL27	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0025629	MRPL41	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0026005	PYURF	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0026662	BET1L	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0026727	MRPS17	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0026732	NDUFB4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0026774	TBCC	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0027845	SESN2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0027882	SLC37A4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0028019	ANKRD11	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0028036	USP53	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0028058	ATP1A1	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0028854	LOC101233818	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0029025	CLPS	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0029044	UFM1	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0029828	GAB3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0029848	ARFGEF1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0029952	AKAP9	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0031092	RAB11FIP1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0031295	ARID4B	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0031342	ITGA2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0032988	HIVEP2	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0032993	stringtie_mRNA_25878	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0032997	SLC26A5	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0033182	RBL1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0033287	SEMA3A	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0033350	stringtie_mRNA_62461	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0033458	RB1CC1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0033482	NKTR	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0033559	KLB	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0033742	LRRC8B	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0033770	LOC100232391	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0033994	RHOG	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0035811	RSRP1	taeGut_geneID	TRUE	1	0	FALSE	TRUE	1	RSRP1
OG_0035945	FURIN	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0036092	LOC100231134	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0038848	TAT	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0039036	DYNC2H1	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0039107	BIRC6	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0041782	SC5D	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0041941	BCAR1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0042006	MST1	taeGut_geneID	TRUE	1	0	FALSE	TRUE	1	MST1
OG_0042051	STARD9	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0042252	GZMA	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0042283	CTSZ	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0042345	AQP1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0042349	LOC100228082	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0042396	SP1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
