"Tissue","OG","n_pairs","Pairs","species","gene_id"
"Heart","OG_0000145",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","CDC42BPA-like_stringtie_mRNA_56927"
"Heart","OG_0000145",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","Cdc42bpa-like_stringtie_mRNA_23227"
"Heart","OG_0000145",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","stringtie_mRNA_23199"
"Heart","OG_0000278",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","drySqu","SYNE2-like_stringtie_mRNA_5150"
"Heart","OG_0000278",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCan","SYNE2-like_stringtie_mRNA_29080"
"Heart","OG_0000278",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCri","SYNE2-like_stringtie_mRNA_33360"
"Heart","OG_0000278",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakLuc","SYNE2-like_stringtie_mRNA_23557"
"Heart","OG_0000278",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaAtr","SYNE2-like_stringtie_mRNA_34409"
"Heart","OG_0000278",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaBer","SYNE2-like_stringtie_mRNA_32412"
"Heart","OG_0000278",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaCae","SYNE2-like_stringtie_mRNA_62627"
"Heart","OG_0000278",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaDol","SYNE2-like_stringtie_mRNA_32910"
"Heart","OG_0000278",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaRuf","SYNE2-like_stringtie_mRNA_10668"
"Heart","OG_0001094",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","SLC6A6-like_stringtie_mRNA_16422"
"Heart","OG_0001094",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","SLC6A6-like_stringtie_mRNA_50159"
"Heart","OG_0001094",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","SLC6A6-like_stringtie_mRNA_8819"
"Heart","OG_0001094",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","stringtie_mRNA_11876"
"Heart","OG_0001094",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","SLC6A6-like_stringtie_mRNA_29051"
"Heart","OG_0001094",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","SLC6A6-like_stringtie_mRNA_35574"
"Heart","OG_0001094",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","SLC6A6-like_stringtie_mRNA_62747"
"Heart","OG_0001094",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","SLC6A6-like_stringtie_mRNA_17763"
"Heart","OG_0001094",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","stringtie_mRNA_39861"
"Heart","OG_0001110",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_030256977.4.348"
"Heart","OG_0001110",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","XM_072919458.1.351"
"Heart","OG_0001110",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","XM_030256977.4.532"
"Heart","OG_0001110",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_072919458.1.639"
"Heart","OG_0001110",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","XM_030256977.4.3566"
"Heart","OG_0001110",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","Myo1f-like_stringtie_mRNA_20604"
"Heart","OG_0001110",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","MYO1F-like_stringtie_mRNA_31250"
"Heart","OG_0001110",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_072919458.1.170"
"Heart","OG_0001110",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","Myo1f-like_stringtie_mRNA_15724"
"Heart","OG_0001116",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","stringtie_mRNA_44623"
"Heart","OG_0001116",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","ABCA1-like_stringtie_mRNA_58290"
"Heart","OG_0001116",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","ABCA1-like_stringtie_mRNA_23067"
"Heart","OG_0001116",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","ABCA1-like_stringtie_mRNA_2172"
"Heart","OG_0001116",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","ABCA1-like_stringtie_mRNA_38093"
"Heart","OG_0001116",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","ABCA1-like_stringtie_mRNA_49580"
"Heart","OG_0001116",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","ABCA1-like_stringtie_mRNA_8077"
"Heart","OG_0001116",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","ABCA1-like_stringtie_mRNA_6839"
"Heart","OG_0001116",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","ABCA1-like_stringtie_mRNA_57762"
"Heart","OG_0001154",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","Xxylt1-like_stringtie_mRNA_34190"
"Heart","OG_0001154",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","ACAP2-like_stringtie_mRNA_4019"
"Heart","OG_0001154",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","ACAP2-like_stringtie_mRNA_18897"
"Heart","OG_0001154",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","ACAP2-like_stringtie_mRNA_32473"
"Heart","OG_0001154",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","ACAP2-like_stringtie_mRNA_39536"
"Heart","OG_0001154",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","XM_072933415.1.30"
"Heart","OG_0001154",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","XM_072933416.1.213"
"Heart","OG_0001154",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","XM_046898414.1.11"
"Heart","OG_0001154",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_040705564.2.3"
"Heart","OG_0001165",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","drySqu","stringtie_mRNA_23724"
"Heart","OG_0001165",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCan","CHD7-like_stringtie_mRNA_6614"
"Heart","OG_0001165",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCri","CHD7-like_stringtie_mRNA_19781"
"Heart","OG_0001165",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakLuc","CHD7-like_stringtie_mRNA_7155"
"Heart","OG_0001165",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaAtr","CHD7-like_stringtie_mRNA_36981"
"Heart","OG_0001165",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaBer","CHD7-like_stringtie_mRNA_37786"
"Heart","OG_0001165",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaCae","stringtie_mRNA_43393"
"Heart","OG_0001165",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaDol","CHD7-like_stringtie_mRNA_13567"
"Heart","OG_0001165",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaRuf","CHD7-like_stringtie_mRNA_53224"
"Heart","OG_0001336",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","Rab7a-like_stringtie_mRNA_1916"
"Heart","OG_0001336",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","XM_030283438.4.27"
"Heart","OG_0001336",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","Rab7a-like_stringtie_mRNA_8957"
"Heart","OG_0001336",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_030283438.4.2"
"Heart","OG_0001336",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","stringtie_mRNA_36373"
"Heart","OG_0001336",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","Rab7a-like_stringtie_mRNA_35680"
"Heart","OG_0001336",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","Rab7a-like_stringtie_mRNA_62848"
"Heart","OG_0001336",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","Rab7a-like_stringtie_mRNA_17684"
"Heart","OG_0001336",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","Rab7a-like_stringtie_mRNA_21901"
"Heart","OG_0001340",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","HRAS-like_stringtie_mRNA_10133"
"Heart","OG_0001340",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","XM_030273075.4.102"
"Heart","OG_0001340",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","stringtie_mRNA_27390"
"Heart","OG_0001340",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","HRAS-like_stringtie_mRNA_18720"
"Heart","OG_0001340",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","HRAS-like_stringtie_mRNA_29870"
"Heart","OG_0001340",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","XM_030273075.4.34"
"Heart","OG_0001340",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","HRAS-like_stringtie_mRNA_60521"
"Heart","OG_0001340",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","HRAS-like_stringtie_mRNA_42868"
"Heart","OG_0001340",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","HRAS-like_stringtie_mRNA_53539"
"Heart","OG_0001973",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","PER2-like_stringtie_mRNA_57012"
"Heart","OG_0001973",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","XM_015276799.4.13"
"Heart","OG_0001973",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","NM_204262.2.46"
"Heart","OG_0001973",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_040705436.2.5"
"Heart","OG_0001973",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","XM_040705440.2.924"
"Heart","OG_0001973",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","PER2-like_stringtie_mRNA_7978"
"Heart","OG_0001973",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","PER2-like_stringtie_mRNA_45795"
"Heart","OG_0001973",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","PER2-like_stringtie_mRNA_37775"
"Heart","OG_0001973",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","PER2-like_stringtie_mRNA_28567"
"Heart","OG_0002035",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","Scn4a-like_stringtie_mRNA_7969"
"Heart","OG_0002035",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","Scn4a-like_stringtie_mRNA_22546"
"Heart","OG_0002035",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","Scn4a-like_stringtie_mRNA_47033"
"Heart","OG_0002035",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","Scn4a-like_stringtie_mRNA_36533"
"Heart","OG_0002035",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","Scn4a-like_stringtie_mRNA_30365"
"Heart","OG_0002035",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","Scn4a-like_stringtie_mRNA_27450"
"Heart","OG_0002035",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","Scn4a-like_stringtie_mRNA_51987"
"Heart","OG_0002035",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","Scn4a-like_stringtie_mRNA_44351"
"Heart","OG_0002035",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","Scn4a-like_stringtie_mRNA_235"
"Heart","OG_0002136",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","XM_040697934.1.16"
"Heart","OG_0002136",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","ENPP1-like_stringtie_mRNA_36808"
"Heart","OG_0002136",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","ENPP1-like_stringtie_mRNA_7727"
"Heart","OG_0002136",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","ENPP1-like_stringtie_mRNA_12316"
"Heart","OG_0002136",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","XM_072926901.1.1187"
"Heart","OG_0002136",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","ENPP1-like_stringtie_mRNA_13871"
"Heart","OG_0002136",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","XM_072926901.1.190"
"Heart","OG_0002136",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","XM_072926901.1.15"
"Heart","OG_0002136",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_072926901.1.105"
"Heart","OG_0002165",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","VPS13C-like_stringtie_mRNA_47528"
"Heart","OG_0002165",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","VPS13C-like_stringtie_mRNA_30510"
"Heart","OG_0002165",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","VPS13C-like_stringtie_mRNA_59966"
"Heart","OG_0002165",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","stringtie_mRNA_39311"
"Heart","OG_0002165",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","Vps13c-like_stringtie_mRNA_31669"
"Heart","OG_0002165",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","VPS13C-like_stringtie_mRNA_11262"
"Heart","OG_0002165",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","VPS13C-like_stringtie_mRNA_27720"
"Heart","OG_0002165",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","Vps13c-like_stringtie_mRNA_21356"
"Heart","OG_0002165",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","Vps13c-like_stringtie_mRNA_60363"
"Heart","OG_0002191",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","Ing1-like_stringtie_mRNA_28564"
"Heart","OG_0002191",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","XM_040705345.2.83"
"Heart","OG_0002191",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","Ing1-like_stringtie_mRNA_30251"
"Heart","OG_0002191",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","XM_040705345.2.119"
"Heart","OG_0002191",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","Ing1-like_stringtie_mRNA_33309"
"Heart","OG_0002191",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","XM_002189837.7.2"
"Heart","OG_0002191",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","XM_072933638.1.-1_2"
"Heart","OG_0002191",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","XM_040705345.2.3"
"Heart","OG_0002191",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","XM_002189837.7.-1_2"
"Heart","OG_0002266",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","XM_030272951.4.129"
"Heart","OG_0002266",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","Ogt-like_stringtie_mRNA_60922"
"Heart","OG_0002266",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","XM_030272952.4.143"
"Heart","OG_0002266",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","OGT-like_stringtie_mRNA_38763"
"Heart","OG_0002266",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","Ogt-like_stringtie_mRNA_49245"
"Heart","OG_0002266",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","XM_030272951.4.99"
"Heart","OG_0002266",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","Ogt-like_stringtie_mRNA_50396"
"Heart","OG_0002266",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","OGT-like_stringtie_mRNA_40189"
"Heart","OG_0002266",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","OGT-like_stringtie_mRNA_13654"
"Heart","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","CCPG1-like_stringtie_mRNA_51608"
"Heart","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","CCPG1-like_stringtie_mRNA_34659"
"Heart","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","CCPG1-like_stringtie_mRNA_60406"
"Heart","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","DNAAF4-like_stringtie_mRNA_18874"
"Heart","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","XM_072933916.1.705"
"Heart","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","Rab27a-like_stringtie_mRNA_18139"
"Heart","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","CCPG1-like_stringtie_mRNA_63036"
"Heart","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","CCPG1-like_stringtie_mRNA_20836"
"Heart","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_072933920.1.39"
"Heart","OG_0002322",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","stringtie_mRNA_60371"
"Heart","OG_0002322",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","stringtie_mRNA_20712"
"Heart","OG_0002322",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","NM_001245829.1.76"
"Heart","OG_0002322",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","stringtie_mRNA_18765"
"Heart","OG_0002322",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","stringtie_mRNA_35851"
"Heart","OG_0002322",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","stringtie_mRNA_36800"
"Heart","OG_0002322",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","stringtie_mRNA_34316"
"Heart","OG_0002322",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","NM_001245829.1.5"
"Heart","OG_0002322",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","NM_001245829.1.718"
"Heart","OG_0002405",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","Itgb4-like_stringtie_mRNA_754"
"Heart","OG_0002405",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","XM_072937102.1.55"
"Heart","OG_0002405",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","XM_046902140.1.49"
"Heart","OG_0002405",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","Itgb4-like_stringtie_mRNA_25130"
"Heart","OG_0002405",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","XM_072937102.1.2624"
"Heart","OG_0002405",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","XM_072937101.1.224"
"Heart","OG_0002405",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","Itgb4-like_stringtie_mRNA_11709"
"Heart","OG_0002405",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_072937101.1.48"
"Heart","OG_0002405",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","stringtie_mRNA_51165"
