"Tissue","OG","n_pairs","Pairs","species","gene_id"
"Brain","OG_0000086",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","Clcn7-like_stringtie_mRNA_23475"
"Brain","OG_0000129",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","rm2-like_stringtie_mRNA_1655"
"Brain","OG_0000129",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","XM_015292870.4.569"
"Brain","OG_0000129",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","XM_015292870.4.608"
"Brain","OG_0000129",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","XM_015292870.4.721"
"Brain","OG_0000129",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","rm2-like_stringtie_mRNA_41663"
"Brain","OG_0000129",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","rm2-like_stringtie_mRNA_35832"
"Brain","OG_0000129",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","rm2-like_stringtie_mRNA_13340"
"Brain","OG_0000129",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","rm2-like_stringtie_mRNA_17523"
"Brain","OG_0000129",4,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_030283024.4.103"
"Brain","OG_0000132",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","XM_072918787.1.214"
"Brain","OG_0000132",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","RM4-like_stringtie_mRNA_66854"
"Brain","OG_0000132",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","RM4-like_stringtie_mRNA_37236"
"Brain","OG_0000132",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","RM4-like_stringtie_mRNA_11448"
"Brain","OG_0000132",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","RM4-like_stringtie_mRNA_18735"
"Brain","OG_0000132",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","XM_072918787.1.130"
"Brain","OG_0000132",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","XM_072918786.1.539"
"Brain","OG_0000132",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","stringtie_mRNA_28107"
"Brain","OG_0000132",4,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","RM4-like_stringtie_mRNA_31156"
"Brain","OG_0000394",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_046934366.1.46"
"Brain","OG_0000394",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","XM_004175506.5.14"
"Brain","OG_0000394",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","XM_004175506.5.8"
"Brain","OG_0000394",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","CYP51A1-like_stringtie_mRNA_1662"
"Brain","OG_0000394",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","CYP51A1-like_stringtie_mRNA_46536"
"Brain","OG_0000394",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","CYP51A1-like_stringtie_mRNA_29777"
"Brain","OG_0000394",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","XM_004175506.5.39"
"Brain","OG_0000394",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","CYP51A1-like_stringtie_mRNA_593"
"Brain","OG_0000394",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","CYP51A1-like_stringtie_mRNA_60966"
"Brain","OG_0000396",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","XM_002192960.6.234"
"Brain","OG_0000396",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","stringtie_mRNA_5933"
"Brain","OG_0000396",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","XM_002192960.6.419"
"Brain","OG_0000396",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_002192960.6.312"
"Brain","OG_0000396",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","XM_002192960.6.1396"
"Brain","OG_0000396",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","XM_002192960.6.96"
"Brain","OG_0000396",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","XM_002192960.6.522"
"Brain","OG_0000396",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","XM_002192960.6.111"
"Brain","OG_0000396",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","stringtie_mRNA_92"
"Brain","OG_0001113",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","Abca2-like_stringtie_mRNA_41928"
"Brain","OG_0001113",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","XM_072936512.1.198"
"Brain","OG_0001113",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","ABCA2-like_stringtie_mRNA_57269"
"Brain","OG_0001113",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_072936512.1.346"
"Brain","OG_0001113",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","ABCA2-like_stringtie_mRNA_32576"
"Brain","OG_0001113",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","XM_072936512.1.143"
"Brain","OG_0001113",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","Abca2-like_stringtie_mRNA_29045"
"Brain","OG_0001113",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_072936512.1.24"
"Brain","OG_0001113",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","XM_072936512.1.955"
"Brain","OG_0001300",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","XM_015288821.4.2"
"Brain","OG_0001300",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","ABCC2-like_stringtie_mRNA_41411"
"Brain","OG_0001300",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","XM_015288821.4.41"
"Brain","OG_0001300",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","ABCC2-like_stringtie_mRNA_40135"
"Brain","OG_0001300",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","ABCC2-like_stringtie_mRNA_27086"
"Brain","OG_0001300",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","ABCC2-like_stringtie_mRNA_38476"
"Brain","OG_0001300",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","XM_030276186.4.69"
"Brain","OG_0001300",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","ABCC2-like_stringtie_mRNA_5712"
"Brain","OG_0001300",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","stringtie_mRNA_6110"
"Brain","OG_0001309",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","NM_001277713.2.13"
"Brain","OG_0001309",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","NM_001277713.2.12"
"Brain","OG_0001309",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","NM_001277713.2.16"
"Brain","OG_0001309",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_030283677.4.53"
"Brain","OG_0001309",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","Rab24-like_stringtie_mRNA_11494"
"Brain","OG_0001309",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","RAB24-like_stringtie_mRNA_987"
"Brain","OG_0001309",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","XM_030283678.4.182"
"Brain","OG_0001309",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","XM_030283678.4.20"
"Brain","OG_0001309",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","Rab24-like_stringtie_mRNA_47438"
"Brain","OG_0001340",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","HRAS-like_stringtie_mRNA_10133"
"Brain","OG_0001340",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","XM_030273075.4.102"
"Brain","OG_0001340",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","stringtie_mRNA_27390"
"Brain","OG_0001340",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","HRAS-like_stringtie_mRNA_18720"
"Brain","OG_0001340",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","HRAS-like_stringtie_mRNA_29870"
"Brain","OG_0001340",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","XM_030273075.4.34"
"Brain","OG_0001340",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","HRAS-like_stringtie_mRNA_60521"
"Brain","OG_0001340",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","HRAS-like_stringtie_mRNA_42868"
"Brain","OG_0001340",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","HRAS-like_stringtie_mRNA_53539"
"Brain","OG_0001351",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","Rap2c-like_stringtie_mRNA_35631"
"Brain","OG_0001351",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","Rap2c-like_stringtie_mRNA_12025"
"Brain","OG_0001351",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","XM_002190631.7.16"
"Brain","OG_0001351",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","XM_002190631.7.30"
"Brain","OG_0001351",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","Rap2c-like_stringtie_mRNA_48765"
"Brain","OG_0001351",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","XM_002190631.7.87"
"Brain","OG_0001351",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","Rap2c-like_stringtie_mRNA_61500"
"Brain","OG_0001351",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","Rap2c-like_stringtie_mRNA_40644"
"Brain","OG_0001351",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_002190631.7.78"
"Brain","OG_0001364",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","RAB2A-like_stringtie_mRNA_23712"
"Brain","OG_0001364",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","XM_012572043.5.13"
"Brain","OG_0001364",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","XM_012572043.5.66"
"Brain","OG_0001364",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_012572043.5.18"
"Brain","OG_0001364",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","XM_012572043.5.17"
"Brain","OG_0001364",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","RAB2A-like_stringtie_mRNA_37792"
"Brain","OG_0001364",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","XM_012572043.5.2"
"Brain","OG_0001364",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","RAB2A-like_stringtie_mRNA_13566"
"Brain","OG_0001364",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","RAB2A-like_stringtie_mRNA_53221"
"Brain","OG_0001480",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","drySqu","stringtie_mRNA_17996"
"Brain","OG_0001480",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCan","PLXNB2-like_stringtie_mRNA_48840"
"Brain","OG_0001480",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCri","PLXNB2-like_stringtie_mRNA_11005"
"Brain","OG_0001480",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakLuc","PLXNB2-like_stringtie_mRNA_13656"
"Brain","OG_0001480",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaAtr","PLXNB2-like_stringtie_mRNA_24694"
"Brain","OG_0001480",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaBer","PLXNB2-like_stringtie_mRNA_48172"
"Brain","OG_0001480",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaCae","PLXNB2-like_stringtie_mRNA_44198"
"Brain","OG_0001480",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaDol","PLXNB2-like_stringtie_mRNA_42937"
"Brain","OG_0001480",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaRuf","PLXNB2-like_stringtie_mRNA_58025"
"Brain","OG_0001500",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","DOCK10-like_stringtie_mRNA_10787"
"Brain","OG_0001500",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","DOCK10-like_stringtie_mRNA_2115"
"Brain","OG_0001500",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","DOCK10-like_stringtie_mRNA_32247"
"Brain","OG_0001500",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","DOCK10-like_stringtie_mRNA_32289"
"Brain","OG_0001500",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","DOCK10-like_stringtie_mRNA_37373"
"Brain","OG_0001500",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","DOCK10-like_stringtie_mRNA_7916"
"Brain","OG_0001500",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","DOCK10-like_stringtie_mRNA_38160"
"Brain","OG_0001500",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","DOCK10-like_stringtie_mRNA_37844"
"Brain","OG_0001500",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","DOCK10-like_stringtie_mRNA_6712"
"Brain","OG_0001502",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","XM_030259080.4.103"
"Brain","OG_0001502",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","DOCK8-like_stringtie_mRNA_27326"
"Brain","OG_0001502",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","stringtie_mRNA_46014"
"Brain","OG_0001502",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","XM_030259080.4.136"
"Brain","OG_0001502",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","DOCK8-like_stringtie_mRNA_20738"
"Brain","OG_0001502",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","XM_030259080.4.21"
"Brain","OG_0001502",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","XM_046905728.1.164"
"Brain","OG_0001502",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","XM_030259080.4.22"
"Brain","OG_0001502",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","DOCK8-like_stringtie_mRNA_46061"
"Brain","OG_0001717",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","Bltp1-like_stringtie_mRNA_12241"
"Brain","OG_0001717",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","BLTP1-like_stringtie_mRNA_56375"
"Brain","OG_0001717",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","Bltp1-like_stringtie_mRNA_14350"
"Brain","OG_0001717",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","BLTP1-like_stringtie_mRNA_13291"
"Brain","OG_0001717",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","BLTP1-like_stringtie_mRNA_29847"
"Brain","OG_0001717",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","BLTP1-like_stringtie_mRNA_11652"
"Brain","OG_0001717",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","BLTP1-like_stringtie_mRNA_57462"
"Brain","OG_0001717",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","BLTP1-like_stringtie_mRNA_36592"
"Brain","OG_0001717",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","BLTP1-like_stringtie_mRNA_35253"
"Brain","OG_0001917",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","Atp2b2-like_stringtie_mRNA_1310"
"Brain","OG_0001917",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","Atp2b2-like_stringtie_mRNA_56332"
"Brain","OG_0001917",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","Atp2b2-like_stringtie_mRNA_19707"
"Brain","OG_0001917",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","Atp2b2-like_stringtie_mRNA_5861"
"Brain","OG_0001917",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","Atp2b2-like_stringtie_mRNA_20100"
"Brain","OG_0001917",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","Atp2b2-like_stringtie_mRNA_36100"
"Brain","OG_0001917",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","Atp2b2-like_stringtie_mRNA_46936"
"Brain","OG_0001917",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","Atp2b2-like_stringtie_mRNA_17411"
"Brain","OG_0001917",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","Atp2b2-like_stringtie_mRNA_1647"
"Brain","OG_0001940",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","XM_030278473.4.187"
"Brain","OG_0001940",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","XM_030278475.4.238"
"Brain","OG_0001940",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","FN1-like_stringtie_mRNA_1933"
"Brain","OG_0001940",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","FN1-like_stringtie_mRNA_1215"
"Brain","OG_0001940",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","XM_030278472.4.436"
