"Tissue","OG","n_pairs","Pairs","species","gene_id","galGal_geneID","taeGut_geneID"
"Heart","OG_0001094",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","stringtie_mRNA_11876",NA,NA
"Heart","OG_0001094",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","SLC6A6-like_stringtie_mRNA_29051",NA,NA
"Heart","OG_0001094",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","SLC6A6-like_stringtie_mRNA_35574",NA,NA
"Heart","OG_0001094",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","SLC6A6-like_stringtie_mRNA_62747",NA,NA
"Heart","OG_0001094",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","SLC6A6-like_stringtie_mRNA_17763",NA,NA
"Heart","OG_0001094",5,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","stringtie_mRNA_39861",NA,NA
"Heart","OG_0001110",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_030256977.4.348",NA,NA
"Heart","OG_0001110",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","XM_072919458.1.351",NA,NA
"Heart","OG_0001110",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","XM_030256977.4.532",NA,NA
"Heart","OG_0001110",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_072919458.1.639",NA,NA
"Heart","OG_0001110",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","XM_030256977.4.3566",NA,NA
"Heart","OG_0001110",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","Myo1f-like_stringtie_mRNA_20604",NA,NA
"Heart","OG_0001110",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","MYO1F-like_stringtie_mRNA_31250",NA,NA
"Heart","OG_0001110",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_072919458.1.170",NA,NA
"Heart","OG_0001110",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","Myo1f-like_stringtie_mRNA_15724",NA,NA
"Heart","OG_0001116",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","stringtie_mRNA_44623",NA,NA
"Heart","OG_0001116",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","ABCA1-like_stringtie_mRNA_58290",NA,NA
"Heart","OG_0001116",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","ABCA1-like_stringtie_mRNA_23067",NA,NA
"Heart","OG_0001116",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","ABCA1-like_stringtie_mRNA_2172",NA,NA
"Heart","OG_0001116",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","ABCA1-like_stringtie_mRNA_38093",NA,NA
"Heart","OG_0001116",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","ABCA1-like_stringtie_mRNA_49580",NA,NA
"Heart","OG_0001116",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","ABCA1-like_stringtie_mRNA_8077",NA,NA
"Heart","OG_0001116",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","ABCA1-like_stringtie_mRNA_6839",NA,NA
"Heart","OG_0001116",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","ABCA1-like_stringtie_mRNA_57762",NA,NA
"Heart","OG_0001154",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","Xxylt1-like_stringtie_mRNA_34190",NA,NA
"Heart","OG_0001154",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","ACAP2-like_stringtie_mRNA_4019",NA,NA
"Heart","OG_0001154",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","ACAP2-like_stringtie_mRNA_18897",NA,NA
"Heart","OG_0001154",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","ACAP2-like_stringtie_mRNA_32473",NA,NA
"Heart","OG_0001154",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","ACAP2-like_stringtie_mRNA_39536",NA,NA
"Heart","OG_0001154",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","XM_072933415.1.30",NA,NA
"Heart","OG_0001154",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","XM_072933416.1.213",NA,NA
"Heart","OG_0001154",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","XM_046898414.1.11",NA,NA
"Heart","OG_0001154",3,"thaAmb_vs_thaPel;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_040705564.2.3",NA,NA
"Heart","OG_0001165",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","drySqu","stringtie_mRNA_23724",NA,NA
"Heart","OG_0001165",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCan","CHD7-like_stringtie_mRNA_6614",NA,NA
"Heart","OG_0001165",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCri","CHD7-like_stringtie_mRNA_19781",NA,NA
"Heart","OG_0001165",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakLuc","CHD7-like_stringtie_mRNA_7155",NA,NA
"Heart","OG_0001165",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaAtr","CHD7-like_stringtie_mRNA_36981",NA,NA
"Heart","OG_0001165",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaBer","CHD7-like_stringtie_mRNA_37786",NA,NA
"Heart","OG_0001165",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaCae","stringtie_mRNA_43393",NA,NA
"Heart","OG_0001165",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaDol","CHD7-like_stringtie_mRNA_13567",NA,NA
"Heart","OG_0001165",3,"dysSti_vs_sakCri;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaRuf","CHD7-like_stringtie_mRNA_53224",NA,NA
"Heart","OG_0001336",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","Rab7a-like_stringtie_mRNA_1916",NA,NA
"Heart","OG_0001336",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","XM_030283438.4.27",NA,NA
"Heart","OG_0001336",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","Rab7a-like_stringtie_mRNA_8957",NA,NA
"Heart","OG_0001336",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_030283438.4.2",NA,NA
"Heart","OG_0001336",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","stringtie_mRNA_36373",NA,NA
"Heart","OG_0001336",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","Rab7a-like_stringtie_mRNA_35680",NA,NA
"Heart","OG_0001336",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","Rab7a-like_stringtie_mRNA_62848",NA,NA
"Heart","OG_0001336",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","Rab7a-like_stringtie_mRNA_17684",NA,NA
"Heart","OG_0001336",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","Rab7a-like_stringtie_mRNA_21901",NA,NA
"Heart","OG_0001340",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","HRAS-like_stringtie_mRNA_10133",NA,NA
"Heart","OG_0001340",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","XM_030273075.4.102",NA,NA
"Heart","OG_0001340",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","stringtie_mRNA_27390",NA,NA
"Heart","OG_0001340",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","HRAS-like_stringtie_mRNA_18720",NA,NA
"Heart","OG_0001340",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","HRAS-like_stringtie_mRNA_29870",NA,NA
"Heart","OG_0001340",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","XM_030273075.4.34",NA,NA
"Heart","OG_0001340",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","HRAS-like_stringtie_mRNA_60521",NA,NA
"Heart","OG_0001340",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","HRAS-like_stringtie_mRNA_42868",NA,NA
"Heart","OG_0001340",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","HRAS-like_stringtie_mRNA_53539",NA,NA
"Heart","OG_0001973",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","PER2-like_stringtie_mRNA_57012",NA,NA
"Heart","OG_0001973",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","XM_015276799.4.13",NA,NA
"Heart","OG_0001973",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","NM_204262.2.46",NA,NA
"Heart","OG_0001973",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_040705436.2.5",NA,NA
"Heart","OG_0001973",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","XM_040705440.2.924",NA,NA
"Heart","OG_0001973",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","PER2-like_stringtie_mRNA_7978",NA,NA
"Heart","OG_0001973",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","PER2-like_stringtie_mRNA_45795",NA,NA
"Heart","OG_0001973",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","PER2-like_stringtie_mRNA_37775",NA,NA
"Heart","OG_0001973",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","PER2-like_stringtie_mRNA_28567",NA,NA
"Heart","OG_0002035",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","Scn4a-like_stringtie_mRNA_7969",NA,NA
"Heart","OG_0002035",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","Scn4a-like_stringtie_mRNA_22546",NA,NA
"Heart","OG_0002035",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","Scn4a-like_stringtie_mRNA_47033",NA,NA
"Heart","OG_0002035",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","Scn4a-like_stringtie_mRNA_36533",NA,NA
"Heart","OG_0002035",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","Scn4a-like_stringtie_mRNA_30365",NA,NA
"Heart","OG_0002035",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","Scn4a-like_stringtie_mRNA_27450",NA,NA
"Heart","OG_0002035",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","Scn4a-like_stringtie_mRNA_51987",NA,NA
"Heart","OG_0002035",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","Scn4a-like_stringtie_mRNA_44351",NA,NA
"Heart","OG_0002035",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","Scn4a-like_stringtie_mRNA_235",NA,NA
"Heart","OG_0002136",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","XM_040697934.1.16",NA,NA
"Heart","OG_0002136",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","ENPP1-like_stringtie_mRNA_36808",NA,NA
"Heart","OG_0002136",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","ENPP1-like_stringtie_mRNA_7727",NA,NA
"Heart","OG_0002136",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","ENPP1-like_stringtie_mRNA_12316",NA,NA
"Heart","OG_0002136",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","XM_072926901.1.1187",NA,NA
"Heart","OG_0002136",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","ENPP1-like_stringtie_mRNA_13871",NA,NA
"Heart","OG_0002136",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","XM_072926901.1.190",NA,NA
"Heart","OG_0002136",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","XM_072926901.1.15",NA,NA
"Heart","OG_0002136",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_072926901.1.105",NA,NA
"Heart","OG_0002165",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","VPS13C-like_stringtie_mRNA_47528",NA,NA
"Heart","OG_0002165",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","VPS13C-like_stringtie_mRNA_30510",NA,NA
"Heart","OG_0002165",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","VPS13C-like_stringtie_mRNA_59966",NA,NA
"Heart","OG_0002165",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","stringtie_mRNA_39311",NA,NA
"Heart","OG_0002165",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","Vps13c-like_stringtie_mRNA_31669",NA,NA
"Heart","OG_0002165",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","VPS13C-like_stringtie_mRNA_11262",NA,NA
"Heart","OG_0002165",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","VPS13C-like_stringtie_mRNA_27720",NA,NA
"Heart","OG_0002165",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","Vps13c-like_stringtie_mRNA_21356",NA,NA
"Heart","OG_0002165",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","Vps13c-like_stringtie_mRNA_60363",NA,NA
"Heart","OG_0002191",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","Ing1-like_stringtie_mRNA_28564",NA,NA
"Heart","OG_0002191",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","XM_040705345.2.83",NA,NA
"Heart","OG_0002191",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","Ing1-like_stringtie_mRNA_30251",NA,NA
"Heart","OG_0002191",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","XM_040705345.2.119",NA,NA
"Heart","OG_0002191",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","Ing1-like_stringtie_mRNA_33309",NA,NA
"Heart","OG_0002191",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","XM_002189837.7.2",NA,NA
"Heart","OG_0002191",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","XM_072933638.1.-1_2",NA,NA
"Heart","OG_0002191",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","XM_040705345.2.3",NA,NA
"Heart","OG_0002191",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","XM_002189837.7.-1_2",NA,NA
"Heart","OG_0002266",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","XM_030272951.4.129",NA,NA
"Heart","OG_0002266",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","Ogt-like_stringtie_mRNA_60922",NA,NA
"Heart","OG_0002266",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","XM_030272952.4.143",NA,NA
"Heart","OG_0002266",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","OGT-like_stringtie_mRNA_38763",NA,NA
"Heart","OG_0002266",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","Ogt-like_stringtie_mRNA_49245",NA,NA
"Heart","OG_0002266",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","XM_030272951.4.99",NA,NA
"Heart","OG_0002266",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","Ogt-like_stringtie_mRNA_50396",NA,NA
"Heart","OG_0002266",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","OGT-like_stringtie_mRNA_40189",NA,NA
"Heart","OG_0002266",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","OGT-like_stringtie_mRNA_13654",NA,NA
"Heart","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","CCPG1-like_stringtie_mRNA_51608",NA,NA
"Heart","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","CCPG1-like_stringtie_mRNA_34659",NA,NA
"Heart","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","CCPG1-like_stringtie_mRNA_60406",NA,NA
"Heart","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","DNAAF4-like_stringtie_mRNA_18874",NA,NA
"Heart","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","XM_072933916.1.705",NA,NA
"Heart","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","Rab27a-like_stringtie_mRNA_18139",NA,NA
"Heart","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","CCPG1-like_stringtie_mRNA_63036",NA,NA
"Heart","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","CCPG1-like_stringtie_mRNA_20836",NA,NA
"Heart","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_072933920.1.39",NA,NA
"Heart","OG_0002322",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","stringtie_mRNA_60371",NA,NA
"Heart","OG_0002322",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","stringtie_mRNA_20712",NA,NA
"Heart","OG_0002322",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","NM_001245829.1.76",NA,NA
"Heart","OG_0002322",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","stringtie_mRNA_18765",NA,NA
"Heart","OG_0002322",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","stringtie_mRNA_35851",NA,NA
"Heart","OG_0002322",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","stringtie_mRNA_36800",NA,NA
"Heart","OG_0002322",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","stringtie_mRNA_34316",NA,NA
