"Tissue","OG","n_pairs","Pairs","species","gene_id","transcript_root","galGal_geneID","taeGut_geneID"
"Kidney","OG_0000039",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaCae","XM_002194821.6.12","XM_002194821.6",NA,"FHL5"
"Kidney","OG_0000039",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaDol","Fhl5-like_stringtie_mRNA_8892","Fhl5-like_stringtie_mRNA_8892",NA,NA
"Kidney","OG_0000039",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaRuf","XM_046938895.1.33","XM_046938895.1","FHL5",NA
"Kidney","OG_0000094",2,"thaAmb_vs_thaPel;thaRuf_vs_thaTor","drySqu","XM_041715840.2.29","XM_041715840.2",NA,"CLCN3"
"Kidney","OG_0000094",2,"thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCan","XM_041715840.2.81","XM_041715840.2",NA,"CLCN3"
"Kidney","OG_0000094",2,"thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCri","XM_041715840.2.100","XM_041715840.2",NA,"CLCN3"
"Kidney","OG_0000094",2,"thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakLuc","XM_041715840.2.302","XM_041715840.2",NA,"CLCN3"
"Kidney","OG_0000094",2,"thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaAtr","XM_041715840.2.1969","XM_041715840.2",NA,"CLCN3"
"Kidney","OG_0000094",2,"thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaBer","XM_041715840.2.33","XM_041715840.2",NA,"CLCN3"
"Kidney","OG_0000094",2,"thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaCae","XM_041715840.2.11","XM_041715840.2",NA,"CLCN3"
"Kidney","OG_0000094",2,"thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaDol","XM_041715840.2.6","XM_041715840.2",NA,"CLCN3"
"Kidney","OG_0000094",2,"thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaRuf","XM_041715840.2.77","XM_041715840.2",NA,"CLCN3"
"Kidney","OG_0000145",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","stringtie_mRNA_33679","stringtie_mRNA_33679",NA,NA
"Kidney","OG_0000145",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","Cdc42bpa-like_stringtie_mRNA_32685","Cdc42bpa-like_stringtie_mRNA_32685",NA,NA
"Kidney","OG_0000145",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","stringtie_mRNA_10510","stringtie_mRNA_10510",NA,NA
"Kidney","OG_0000145",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","Cdc42bpa-like_stringtie_mRNA_17686","Cdc42bpa-like_stringtie_mRNA_17686",NA,NA
"Kidney","OG_0000145",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","Cdc42bpa-like_stringtie_mRNA_13260","Cdc42bpa-like_stringtie_mRNA_13260",NA,NA
"Kidney","OG_0000145",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","CDC42BPA-like_stringtie_mRNA_661","CDC42BPA-like_stringtie_mRNA_661",NA,NA
"Kidney","OG_0000145",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","CDC42BPA-like_stringtie_mRNA_56927","CDC42BPA-like_stringtie_mRNA_56927",NA,NA
"Kidney","OG_0000145",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","Cdc42bpa-like_stringtie_mRNA_23227","Cdc42bpa-like_stringtie_mRNA_23227",NA,NA
"Kidney","OG_0000145",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","stringtie_mRNA_23199","stringtie_mRNA_23199",NA,NA
"Kidney","OG_0000149",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","stringtie_mRNA_12769","stringtie_mRNA_12769",NA,NA
"Kidney","OG_0000149",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","TRPM6-like_stringtie_mRNA_31238","TRPM6-like_stringtie_mRNA_31238",NA,NA
"Kidney","OG_0000149",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","XM_046905500.1.329","XM_046905500.1","TRPM6",NA
"Kidney","OG_0000149",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","XM_046905500.1.560","XM_046905500.1","TRPM6",NA
"Kidney","OG_0000149",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","XM_046905500.1.354","XM_046905500.1","TRPM6",NA
"Kidney","OG_0000149",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","XM_046905500.1.106","XM_046905500.1","TRPM6",NA
"Kidney","OG_0000149",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","XM_046905500.1.135","XM_046905500.1","TRPM6",NA
"Kidney","OG_0000149",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","TRPM6-like_stringtie_mRNA_6403","TRPM6-like_stringtie_mRNA_6403",NA,NA
"Kidney","OG_0000149",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","TRPM6-like_stringtie_mRNA_51003","TRPM6-like_stringtie_mRNA_51003",NA,NA
"Kidney","OG_0000278",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","drySqu","SYNE2-like_stringtie_mRNA_5150","SYNE2-like_stringtie_mRNA_5150",NA,NA
"Kidney","OG_0000278",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCan","SYNE2-like_stringtie_mRNA_29080","SYNE2-like_stringtie_mRNA_29080",NA,NA
"Kidney","OG_0000278",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCri","SYNE2-like_stringtie_mRNA_33360","SYNE2-like_stringtie_mRNA_33360",NA,NA
"Kidney","OG_0000278",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakLuc","SYNE2-like_stringtie_mRNA_23557","SYNE2-like_stringtie_mRNA_23557",NA,NA
"Kidney","OG_0000278",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaAtr","SYNE2-like_stringtie_mRNA_34409","SYNE2-like_stringtie_mRNA_34409",NA,NA
"Kidney","OG_0000278",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaBer","SYNE2-like_stringtie_mRNA_32412","SYNE2-like_stringtie_mRNA_32412",NA,NA
"Kidney","OG_0000278",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaCae","SYNE2-like_stringtie_mRNA_62627","SYNE2-like_stringtie_mRNA_62627",NA,NA
"Kidney","OG_0000278",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaDol","SYNE2-like_stringtie_mRNA_32910","SYNE2-like_stringtie_mRNA_32910",NA,NA
"Kidney","OG_0000278",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaRuf","SYNE2-like_stringtie_mRNA_10668","SYNE2-like_stringtie_mRNA_10668",NA,NA
"Kidney","OG_0000302",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","drySqu","XM_015288144.4.102","XM_015288144.4","SLC22A15L",NA
"Kidney","OG_0000302",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","sakCan","slc22a15b-like_stringtie_mRNA_17361","slc22a15b-like_stringtie_mRNA_17361",NA,NA
"Kidney","OG_0000302",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","sakCri","slc22a15b-like_stringtie_mRNA_25862","slc22a15b-like_stringtie_mRNA_25862",NA,NA
"Kidney","OG_0000302",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","sakLuc","slc22a15b-like_stringtie_mRNA_31319","slc22a15b-like_stringtie_mRNA_31319",NA,NA
"Kidney","OG_0000302",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaAtr","slc22a15b-like_stringtie_mRNA_11427","slc22a15b-like_stringtie_mRNA_11427",NA,NA
"Kidney","OG_0000302",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaBer","XM_015288144.4.86","XM_015288144.4","SLC22A15L",NA
"Kidney","OG_0000302",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaCae","slc22a15b-like_stringtie_mRNA_46214","slc22a15b-like_stringtie_mRNA_46214",NA,NA
"Kidney","OG_0000302",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaDol","slc22a15b-like_stringtie_mRNA_21759","slc22a15b-like_stringtie_mRNA_21759",NA,NA
"Kidney","OG_0000302",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaRuf","slc22a15b-like_stringtie_mRNA_19419","slc22a15b-like_stringtie_mRNA_19419",NA,NA
"Kidney","OG_0000311",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","drySqu","stringtie_mRNA_61918","stringtie_mRNA_61918",NA,NA
"Kidney","OG_0000311",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCan","XM_030280904.4.120","XM_030280904.4",NA,"SLC2A2"
"Kidney","OG_0000311",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCri","XM_030280904.4.4","XM_030280904.4",NA,"SLC2A2"
"Kidney","OG_0000311",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakLuc","SLC2A2-like_stringtie_mRNA_29635","SLC2A2-like_stringtie_mRNA_29635",NA,NA
"Kidney","OG_0000311",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaAtr","SLC2A2-like_stringtie_mRNA_45739","SLC2A2-like_stringtie_mRNA_45739",NA,NA
"Kidney","OG_0000311",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaBer","SLC2A2-like_stringtie_mRNA_30312","SLC2A2-like_stringtie_mRNA_30312",NA,NA
"Kidney","OG_0000311",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaCae","stringtie_mRNA_862","stringtie_mRNA_862",NA,NA
"Kidney","OG_0000311",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaDol","XM_030280904.4.12","XM_030280904.4",NA,"SLC2A2"
"Kidney","OG_0000311",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaRuf","NM_207178.2.50","NM_207178.2","SLC2A2",NA
"Kidney","OG_0000315",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","SLC2A11-like_stringtie_mRNA_53949","SLC2A11-like_stringtie_mRNA_53949",NA,NA
"Kidney","OG_0000315",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","SLC2A9-like_stringtie_mRNA_16397","SLC2A9-like_stringtie_mRNA_16397",NA,NA
"Kidney","OG_0000315",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","NM_001347710.2.129","NM_001347710.2","SLC2A11L1",NA
"Kidney","OG_0000315",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","SLC2A11-like_stringtie_mRNA_23975","SLC2A11-like_stringtie_mRNA_23975",NA,NA
"Kidney","OG_0000315",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","stringtie_mRNA_42120","stringtie_mRNA_42120",NA,NA
"Kidney","OG_0000315",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","XM_030285773.4.121","XM_030285773.4",NA,"LOC101233554"
"Kidney","OG_0000315",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","SLC2A11-like_stringtie_mRNA_29283","SLC2A11-like_stringtie_mRNA_29283",NA,NA
"Kidney","OG_0000315",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","SLC2A11-like_stringtie_mRNA_1861","SLC2A11-like_stringtie_mRNA_1861",NA,NA
"Kidney","OG_0000315",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","XM_030285773.4.667","XM_030285773.4",NA,"LOC101233554"
"Kidney","OG_0000316",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","drySqu","SLC2A11-like_stringtie_mRNA_53954","SLC2A11-like_stringtie_mRNA_53954",NA,NA
"Kidney","OG_0000316",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCan","SLC2A11-like_stringtie_mRNA_16412","SLC2A11-like_stringtie_mRNA_16412",NA,NA
"Kidney","OG_0000316",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCri","SLC2A11-like_stringtie_mRNA_50927","SLC2A11-like_stringtie_mRNA_50927",NA,NA
"Kidney","OG_0000316",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakLuc","SLC2A11-like_stringtie_mRNA_23973","SLC2A11-like_stringtie_mRNA_23973",NA,NA
"Kidney","OG_0000316",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaAtr","SLC2A11-like_stringtie_mRNA_42126","SLC2A11-like_stringtie_mRNA_42126",NA,NA
"Kidney","OG_0000316",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaBer","XM_030285775.4.121","XM_030285775.4",NA,"LOC115497385"
"Kidney","OG_0000316",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaCae","SLC2A11-like_stringtie_mRNA_29285","SLC2A11-like_stringtie_mRNA_29285",NA,NA
"Kidney","OG_0000316",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaDol","Slc2a9-like_stringtie_mRNA_1859","Slc2a9-like_stringtie_mRNA_1859",NA,NA
"Kidney","OG_0000316",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaRuf","Slc2a9-like_stringtie_mRNA_32358","Slc2a9-like_stringtie_mRNA_32358",NA,NA
"Kidney","OG_0000317",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","drySqu","XM_040648113.1.50","XM_040648113.1","SLC2A11L4",NA
"Kidney","OG_0000317",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCan","XM_040648113.1.151","XM_040648113.1","SLC2A11L4",NA
"Kidney","OG_0000317",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCri","XM_040648113.1.129","XM_040648113.1","SLC2A11L4",NA
"Kidney","OG_0000317",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakLuc","XM_040648113.1.116","XM_040648113.1","SLC2A11L4",NA
"Kidney","OG_0000317",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaAtr","SLC2A11-like_stringtie_mRNA_42134","SLC2A11-like_stringtie_mRNA_42134",NA,NA
"Kidney","OG_0000317",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaBer","XM_040648113.1.110","XM_040648113.1","SLC2A11L4",NA
"Kidney","OG_0000317",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaCae","SLC2A11-like_stringtie_mRNA_29293","SLC2A11-like_stringtie_mRNA_29293",NA,NA
"Kidney","OG_0000317",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaDol","XM_040648113.1.71","XM_040648113.1","SLC2A11L4",NA
"Kidney","OG_0000317",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaRuf","XM_040648113.1.620","XM_040648113.1","SLC2A11L4",NA
"Kidney","OG_0000394",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","drySqu","XM_046934366.1.46","XM_046934366.1","CYP51A1",NA
"Kidney","OG_0000394",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","sakCan","XM_004175506.5.14","XM_004175506.5",NA,"CYP51A1"
"Kidney","OG_0000394",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","sakCri","XM_004175506.5.8","XM_004175506.5",NA,"CYP51A1"
"Kidney","OG_0000394",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","sakLuc","CYP51A1-like_stringtie_mRNA_1662","CYP51A1-like_stringtie_mRNA_1662",NA,NA
"Kidney","OG_0000394",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaAtr","CYP51A1-like_stringtie_mRNA_46536","CYP51A1-like_stringtie_mRNA_46536",NA,NA
"Kidney","OG_0000394",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaBer","CYP51A1-like_stringtie_mRNA_29777","CYP51A1-like_stringtie_mRNA_29777",NA,NA
"Kidney","OG_0000394",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaCae","XM_004175506.5.39","XM_004175506.5",NA,"CYP51A1"
"Kidney","OG_0000394",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaDol","CYP51A1-like_stringtie_mRNA_593","CYP51A1-like_stringtie_mRNA_593",NA,NA
"Kidney","OG_0000394",2,"dysSti_vs_sakCri;sakLuc_vs_sakCan","thaRuf","CYP51A1-like_stringtie_mRNA_60966","CYP51A1-like_stringtie_mRNA_60966",NA,NA
"Kidney","OG_0000398",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","drySqu","CYP7B1-like_stringtie_mRNA_23787","CYP7B1-like_stringtie_mRNA_23787",NA,NA
"Kidney","OG_0000398",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCan","stringtie_mRNA_6678","stringtie_mRNA_6678",NA,NA
"Kidney","OG_0000398",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCri","XM_072924699.1.47","XM_072924699.1",NA,"CYP7B1"
"Kidney","OG_0000398",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakLuc","CYP7B1-like_stringtie_mRNA_7123","CYP7B1-like_stringtie_mRNA_7123",NA,NA
"Kidney","OG_0000398",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaAtr","CYP7B1-like_stringtie_mRNA_36888","CYP7B1-like_stringtie_mRNA_36888",NA,NA
"Kidney","OG_0000398",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaBer","CYP7B1-like_stringtie_mRNA_37727","CYP7B1-like_stringtie_mRNA_37727",NA,NA
"Kidney","OG_0000398",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaCae","CYP7B1-like_stringtie_mRNA_35494","CYP7B1-like_stringtie_mRNA_35494",NA,NA
"Kidney","OG_0000398",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaDol","CYP7B1-like_stringtie_mRNA_13619","CYP7B1-like_stringtie_mRNA_13619",NA,NA
"Kidney","OG_0000398",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaRuf","XM_012572087.5.34","XM_012572087.5",NA,"CYP7B1"
"Kidney","OG_0000399",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","drySqu","CYP24A1-like_stringtie_mRNA_20853","CYP24A1-like_stringtie_mRNA_20853",NA,NA
"Kidney","OG_0000399",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCan","CYP24A1-like_stringtie_mRNA_19978","CYP24A1-like_stringtie_mRNA_19978",NA,NA
"Kidney","OG_0000399",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCri","NM_001396287.1.97","NM_001396287.1","CYP24A1",NA
"Kidney","OG_0000399",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakLuc","CYP24A1-like_stringtie_mRNA_12016","CYP24A1-like_stringtie_mRNA_12016",NA,NA
"Kidney","OG_0000399",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaAtr","XM_030288727.4.851","XM_030288727.4",NA,"CYP24A1"
"Kidney","OG_0000399",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaBer","NM_001396287.1.77","NM_001396287.1","CYP24A1",NA
"Kidney","OG_0000399",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaCae","NM_001396287.1.74","NM_001396287.1","CYP24A1",NA
"Kidney","OG_0000399",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaDol","NM_001396287.1.53","NM_001396287.1","CYP24A1",NA
"Kidney","OG_0000399",2,"sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaRuf","CYP24A1-like_stringtie_mRNA_44879","CYP24A1-like_stringtie_mRNA_44879",NA,NA
"Kidney","OG_0000400",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","NM_001127374.2.13","NM_001127374.2",NA,"CYP11A1"
"Kidney","OG_0000400",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","NM_001127374.2.162","NM_001127374.2",NA,"CYP11A1"
"Kidney","OG_0000400",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","XM_041718277.2.3","XM_041718277.2",NA,"CYP11A1"
"Kidney","OG_0000400",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","cyp11a1-like_stringtie_mRNA_13395","cyp11a1-like_stringtie_mRNA_13395",NA,NA
"Kidney","OG_0000400",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","NM_001127374.2.3149","NM_001127374.2",NA,"CYP11A1"
"Kidney","OG_0000400",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","NM_001127374.2.278","NM_001127374.2",NA,"CYP11A1"
"Kidney","OG_0000400",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","NM_001127374.2.1756","NM_001127374.2",NA,"CYP11A1"
"Kidney","OG_0000400",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","NM_001127374.2.92","NM_001127374.2",NA,"CYP11A1"
"Kidney","OG_0000400",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","NM_001127374.2.517","NM_001127374.2",NA,"CYP11A1"
"Kidney","OG_0000405",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","Cyp4b1-like_stringtie_mRNA_6883","Cyp4b1-like_stringtie_mRNA_6883",NA,NA
"Kidney","OG_0000405",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","Cyp4b1-like_stringtie_mRNA_7617","Cyp4b1-like_stringtie_mRNA_7617",NA,NA
"Kidney","OG_0000405",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","XM_002192088.6.13","XM_002192088.6",NA,"LOC100228937"
"Kidney","OG_0000405",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","XM_002192088.6.8","XM_002192088.6",NA,"LOC100228937"
"Kidney","OG_0000405",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","XM_002192088.6.1069","XM_002192088.6",NA,"LOC100228937"
"Kidney","OG_0000405",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","XM_002192088.6.17","XM_002192088.6",NA,"LOC100228937"
"Kidney","OG_0000405",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","Cyp4b1-like_stringtie_mRNA_48298","Cyp4b1-like_stringtie_mRNA_48298",NA,NA
"Kidney","OG_0000405",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","Cyp4b1-like_stringtie_mRNA_4317","Cyp4b1-like_stringtie_mRNA_4317",NA,NA
"Kidney","OG_0000405",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","Cyp4b1-like_stringtie_mRNA_48069","Cyp4b1-like_stringtie_mRNA_48069",NA,NA
"Kidney","OG_0000406",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","stringtie_mRNA_6886","stringtie_mRNA_6886",NA,NA
"Kidney","OG_0000406",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","stringtie_mRNA_7670","stringtie_mRNA_7670",NA,NA
"Kidney","OG_0000406",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","Cyp4b1-like_stringtie_mRNA_53485","Cyp4b1-like_stringtie_mRNA_53485",NA,NA
"Kidney","OG_0000406",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","Cyp4b1-like_stringtie_mRNA_14415","Cyp4b1-like_stringtie_mRNA_14415",NA,NA
"Kidney","OG_0000406",2,"sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","XM_002192054.7.1069","XM_002192054.7",NA,"LOC100231862"
