"Tissue","OG","n_pairs","Pairs","species","gene_id"
"Liver","OG_0001973",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","PER2-like_stringtie_mRNA_7978"
"Liver","OG_0001973",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","PER2-like_stringtie_mRNA_45795"
"Liver","OG_0001973",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","PER2-like_stringtie_mRNA_37775"
"Liver","OG_0001973",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","PER2-like_stringtie_mRNA_28567"
"Liver","OG_0002165",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","VPS13C-like_stringtie_mRNA_47528"
"Liver","OG_0002165",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","VPS13C-like_stringtie_mRNA_30510"
"Liver","OG_0002165",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","VPS13C-like_stringtie_mRNA_59966"
"Liver","OG_0002165",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","stringtie_mRNA_39311"
"Liver","OG_0002165",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","Vps13c-like_stringtie_mRNA_31669"
"Liver","OG_0002165",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","VPS13C-like_stringtie_mRNA_11262"
"Liver","OG_0002165",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","VPS13C-like_stringtie_mRNA_27720"
"Liver","OG_0002165",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","Vps13c-like_stringtie_mRNA_21356"
"Liver","OG_0002165",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","Vps13c-like_stringtie_mRNA_60363"
"Liver","OG_0002261",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","drySqu","XM_041716764.2.5"
"Liver","OG_0002261",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCan","BAZ1A-like_stringtie_mRNA_33727"
"Liver","OG_0002261",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakCri","BAZ1A-like_stringtie_mRNA_29544"
"Liver","OG_0002261",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","sakLuc","XM_040701948.2.15"
"Liver","OG_0002261",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaAtr","BAZ1A-like_stringtie_mRNA_34777"
"Liver","OG_0002261",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaBer","BAZ1A-like_stringtie_mRNA_31629"
"Liver","OG_0002261",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaCae","BAZ1A-like_stringtie_mRNA_38604"
"Liver","OG_0002261",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaDol","BAZ1A-like_stringtie_mRNA_43739"
"Liver","OG_0002261",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaRuf_vs_thaTor","thaRuf","XM_041716764.2.540"
"Liver","OG_0002266",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","XM_030272951.4.129"
"Liver","OG_0002266",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","Ogt-like_stringtie_mRNA_60922"
"Liver","OG_0002266",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","XM_030272952.4.143"
"Liver","OG_0002266",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","OGT-like_stringtie_mRNA_38763"
"Liver","OG_0002266",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","Ogt-like_stringtie_mRNA_49245"
"Liver","OG_0002266",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","XM_030272951.4.99"
"Liver","OG_0002266",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","Ogt-like_stringtie_mRNA_50396"
"Liver","OG_0002266",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","OGT-like_stringtie_mRNA_40189"
"Liver","OG_0002266",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","OGT-like_stringtie_mRNA_13654"
"Liver","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","CCPG1-like_stringtie_mRNA_51608"
"Liver","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","CCPG1-like_stringtie_mRNA_34659"
"Liver","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","CCPG1-like_stringtie_mRNA_60406"
"Liver","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","DNAAF4-like_stringtie_mRNA_18874"
"Liver","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","XM_072933916.1.705"
"Liver","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","Rab27a-like_stringtie_mRNA_18139"
"Liver","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","CCPG1-like_stringtie_mRNA_63036"
"Liver","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","CCPG1-like_stringtie_mRNA_20836"
"Liver","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_072933920.1.39"
"Liver","OG_0002508",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","XM_012576136.5.10"
"Liver","OG_0002508",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","CTNNA1-like_stringtie_mRNA_13079"
"Liver","OG_0002508",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","CTNNA1-like_stringtie_mRNA_44015"
"Liver","OG_0002508",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_030283950.4.218"
"Liver","OG_0002508",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","CTNNA1-like_stringtie_mRNA_17397"
"Liver","OG_0002508",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","XM_030283950.4.106"
"Liver","OG_0002508",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","XM_030283950.4.470"
"Liver","OG_0002508",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","CTNNA1-like_stringtie_mRNA_8754"
"Liver","OG_0002508",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","CTNNA1-like_stringtie_mRNA_43810"
"Liver","OG_0002557",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","stringtie_mRNA_2146"
"Liver","OG_0002557",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","CASP8AP2-like_stringtie_mRNA_23245"
"Liver","OG_0002557",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","Casp8ap2-like_stringtie_mRNA_58649"
"Liver","OG_0002557",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","stringtie_mRNA_29157"
"Liver","OG_0002557",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","Casp8ap2-like_stringtie_mRNA_28869"
"Liver","OG_0002557",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","XM_040697839.2.3"
"Liver","OG_0002557",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","XM_072926635.1.12"
"Liver","OG_0002557",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","Casp8ap2-like_stringtie_mRNA_8920"
"Liver","OG_0002557",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","XM_072926635.1.124"
"Liver","OG_0002576",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","XM_030276453.4.67"
"Liver","OG_0002576",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","CCDC186-like_stringtie_mRNA_11301"
"Liver","OG_0002576",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","XM_030276453.4.7"
"Liver","OG_0002576",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_072931277.1.39"
"Liver","OG_0002576",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","CCDC186-like_stringtie_mRNA_29662"
"Liver","OG_0002576",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","XM_030276453.4.29"
"Liver","OG_0002576",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","CCDC186-like_stringtie_mRNA_59153"
"Liver","OG_0002576",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","XM_030276453.4.11"
"Liver","OG_0002576",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","CCDC186-like_stringtie_mRNA_29533"
"Liver","OG_0002802",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","stringtie_mRNA_40540"
"Liver","OG_0002802",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","XM_414824.6.37"
"Liver","OG_0002802",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","SHMT1-like_stringtie_mRNA_30451"
"Liver","OG_0002802",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","stringtie_mRNA_29404"
"Liver","OG_0002802",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","SHMT1-like_stringtie_mRNA_26603"
"Liver","OG_0002802",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","SHMT1-like_stringtie_mRNA_6672"
"Liver","OG_0002802",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","SHMT1-like_stringtie_mRNA_39643"
"Liver","OG_0002802",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","SHMT1-like_stringtie_mRNA_24560"
"Liver","OG_0002802",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","SHMT1-like_stringtie_mRNA_41812"
"Liver","OG_0003104",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","stringtie_mRNA_36365"
"Liver","OG_0003104",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","Clic2-like_stringtie_mRNA_15681"
"Liver","OG_0003104",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","Clic2-like_stringtie_mRNA_21783"
"Liver","OG_0003104",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_002198567.7.222"
"Liver","OG_0003104",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","Clic2-like_stringtie_mRNA_40028"
"Liver","OG_0003104",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","XM_002198567.7.59"
"Liver","OG_0003104",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","Clic2-like_stringtie_mRNA_49842"
"Liver","OG_0003104",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_002198567.7.27"
"Liver","OG_0003104",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","stringtie_mRNA_10426"
"Liver","OG_0003489",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","Tsc22d3-like_stringtie_mRNA_36381"
"Liver","OG_0003489",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","Tsc22d3-like_stringtie_mRNA_15709"
"Liver","OG_0003489",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","XM_012573079.5.16"
"Liver","OG_0003489",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_012573079.5.222"
"Liver","OG_0003489",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","XM_012573079.5.-1"
"Liver","OG_0003489",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","Tsc22d3-like_stringtie_mRNA_8268"
"Liver","OG_0003489",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","XM_012573079.5.665"
"Liver","OG_0003489",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","stringtie_mRNA_40053"
"Liver","OG_0003489",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","Tsc22d3-like_stringtie_mRNA_10445"
"Liver","OG_0003585",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","USF3-like_stringtie_mRNA_48052"
"Liver","OG_0003585",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","XM_072925672.1.185"
"Liver","OG_0003585",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","USF3-like_stringtie_mRNA_18591"
"Liver","OG_0003585",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","USF3-like_stringtie_mRNA_3617"
"Liver","OG_0003585",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","stringtie_mRNA_30306"
"Liver","OG_0003585",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","USF3-like_stringtie_mRNA_27017"
"Liver","OG_0003585",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","XM_030266515.4.135"
"Liver","OG_0003585",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","stringtie_mRNA_12065"
"Liver","OG_0003585",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","USF3-like_stringtie_mRNA_54506"
"Liver","OG_0003659",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","Xpo1-like_stringtie_mRNA_57668"
"Liver","OG_0003659",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","XM_072927392.1.152"
"Liver","OG_0003659",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","XM_072927392.1.14"
"Liver","OG_0003659",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","Xpo1-like_stringtie_mRNA_39391"
"Liver","OG_0003659",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","Xpo1-like_stringtie_mRNA_4189"
"Liver","OG_0003659",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","XM_072927389.1.14"
"Liver","OG_0003659",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","XM_072927388.1.591"
"Liver","OG_0003659",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","Xpo1-like_stringtie_mRNA_8430"
"Liver","OG_0003659",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","XM_072927390.1.24"
"Liver","OG_0003806",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","SLC30A1-like_stringtie_mRNA_30812"
"Liver","OG_0003806",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","stringtie_mRNA_53999"
"Liver","OG_0003806",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","XM_002191979.7.17"
"Liver","OG_0003806",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_002191979.7.128"
"Liver","OG_0003806",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","SLC30A1-like_stringtie_mRNA_48229"
"Liver","OG_0003806",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","XM_002191979.7.14"
"Liver","OG_0003806",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","SLC30A1-like_stringtie_mRNA_30980"
"Liver","OG_0003806",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","XM_002191979.7.25"
"Liver","OG_0003806",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","XM_002191979.7.13"
"Liver","OG_0003830",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","SELENOI-like_stringtie_mRNA_47599"
"Liver","OG_0003830",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","XM_030269780.4.853"
"Liver","OG_0003830",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","XM_030269782.4.741"
