"Tissue","OG","n_pairs","Pairs","species","gene_id","transcript_root","galGal_geneID","taeGut_geneID"
"Liver","OG_0002266",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","OGT-like_stringtie_mRNA_40189","OGT-like_stringtie_mRNA_40189",NA,NA
"Liver","OG_0002266",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","OGT-like_stringtie_mRNA_13654","OGT-like_stringtie_mRNA_13654",NA,NA
"Liver","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","CCPG1-like_stringtie_mRNA_51608","CCPG1-like_stringtie_mRNA_51608",NA,NA
"Liver","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","CCPG1-like_stringtie_mRNA_34659","CCPG1-like_stringtie_mRNA_34659",NA,NA
"Liver","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","CCPG1-like_stringtie_mRNA_60406","CCPG1-like_stringtie_mRNA_60406",NA,NA
"Liver","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","DNAAF4-like_stringtie_mRNA_18874","DNAAF4-like_stringtie_mRNA_18874",NA,NA
"Liver","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","XM_072933916.1.705","XM_072933916.1",NA,"CCPG1"
"Liver","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","Rab27a-like_stringtie_mRNA_18139","Rab27a-like_stringtie_mRNA_18139",NA,NA
"Liver","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","CCPG1-like_stringtie_mRNA_63036","CCPG1-like_stringtie_mRNA_63036",NA,NA
"Liver","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","CCPG1-like_stringtie_mRNA_20836","CCPG1-like_stringtie_mRNA_20836",NA,NA
"Liver","OG_0002290",3,"dysSti_vs_sakCri;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_072933920.1.39","XM_072933920.1",NA,"CCPG1"
"Liver","OG_0002508",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","XM_012576136.5.10","XM_012576136.5",NA,"CTNNA1"
"Liver","OG_0002508",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","CTNNA1-like_stringtie_mRNA_13079","CTNNA1-like_stringtie_mRNA_13079",NA,NA
"Liver","OG_0002508",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","CTNNA1-like_stringtie_mRNA_44015","CTNNA1-like_stringtie_mRNA_44015",NA,NA
"Liver","OG_0002508",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_030283950.4.218","XM_030283950.4",NA,"CTNNA1"
"Liver","OG_0002508",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","CTNNA1-like_stringtie_mRNA_17397","CTNNA1-like_stringtie_mRNA_17397",NA,NA
"Liver","OG_0002508",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","XM_030283950.4.106","XM_030283950.4",NA,"CTNNA1"
"Liver","OG_0002508",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","XM_030283950.4.470","XM_030283950.4",NA,"CTNNA1"
"Liver","OG_0002508",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","CTNNA1-like_stringtie_mRNA_8754","CTNNA1-like_stringtie_mRNA_8754",NA,NA
"Liver","OG_0002508",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","CTNNA1-like_stringtie_mRNA_43810","CTNNA1-like_stringtie_mRNA_43810",NA,NA
"Liver","OG_0002557",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","stringtie_mRNA_2146","stringtie_mRNA_2146",NA,NA
"Liver","OG_0002557",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","CASP8AP2-like_stringtie_mRNA_23245","CASP8AP2-like_stringtie_mRNA_23245",NA,NA
"Liver","OG_0002557",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","Casp8ap2-like_stringtie_mRNA_58649","Casp8ap2-like_stringtie_mRNA_58649",NA,NA
"Liver","OG_0002557",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","stringtie_mRNA_29157","stringtie_mRNA_29157",NA,NA
"Liver","OG_0002557",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","Casp8ap2-like_stringtie_mRNA_28869","Casp8ap2-like_stringtie_mRNA_28869",NA,NA
"Liver","OG_0002557",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","XM_040697839.2.3","XM_040697839.2","CASP8AP2",NA
"Liver","OG_0002557",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","XM_072926635.1.12","XM_072926635.1",NA,"CASP8AP2"
"Liver","OG_0002557",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","Casp8ap2-like_stringtie_mRNA_8920","Casp8ap2-like_stringtie_mRNA_8920",NA,NA
"Liver","OG_0002557",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","XM_072926635.1.124","XM_072926635.1",NA,"CASP8AP2"
"Liver","OG_0002576",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","XM_030276453.4.67","XM_030276453.4",NA,"CCDC186"
"Liver","OG_0002576",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","CCDC186-like_stringtie_mRNA_11301","CCDC186-like_stringtie_mRNA_11301",NA,NA
"Liver","OG_0002576",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","XM_030276453.4.7","XM_030276453.4",NA,"CCDC186"
"Liver","OG_0002576",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","XM_072931277.1.39","XM_072931277.1",NA,"CCDC186"
"Liver","OG_0002576",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","CCDC186-like_stringtie_mRNA_29662","CCDC186-like_stringtie_mRNA_29662",NA,NA
"Liver","OG_0002576",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","XM_030276453.4.29","XM_030276453.4",NA,"CCDC186"
"Liver","OG_0002576",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","CCDC186-like_stringtie_mRNA_59153","CCDC186-like_stringtie_mRNA_59153",NA,NA
"Liver","OG_0002576",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","XM_030276453.4.11","XM_030276453.4",NA,"CCDC186"
"Liver","OG_0002576",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","CCDC186-like_stringtie_mRNA_29533","CCDC186-like_stringtie_mRNA_29533",NA,NA
"Liver","OG_0002802",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","stringtie_mRNA_40540","stringtie_mRNA_40540",NA,NA
"Liver","OG_0002802",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","XM_414824.6.37","XM_414824.6","SHMT1",NA
"Liver","OG_0002802",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","SHMT1-like_stringtie_mRNA_30451","SHMT1-like_stringtie_mRNA_30451",NA,NA
"Liver","OG_0002802",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","stringtie_mRNA_29404","stringtie_mRNA_29404",NA,NA
"Liver","OG_0002802",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","SHMT1-like_stringtie_mRNA_26603","SHMT1-like_stringtie_mRNA_26603",NA,NA
"Liver","OG_0002802",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","SHMT1-like_stringtie_mRNA_6672","SHMT1-like_stringtie_mRNA_6672",NA,NA
"Liver","OG_0002802",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","SHMT1-like_stringtie_mRNA_39643","SHMT1-like_stringtie_mRNA_39643",NA,NA
"Liver","OG_0002802",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","SHMT1-like_stringtie_mRNA_24560","SHMT1-like_stringtie_mRNA_24560",NA,NA
"Liver","OG_0002802",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","SHMT1-like_stringtie_mRNA_41812","SHMT1-like_stringtie_mRNA_41812",NA,NA
"Liver","OG_0003104",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","stringtie_mRNA_36365","stringtie_mRNA_36365",NA,NA
"Liver","OG_0003104",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","Clic2-like_stringtie_mRNA_15681","Clic2-like_stringtie_mRNA_15681",NA,NA
"Liver","OG_0003104",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","Clic2-like_stringtie_mRNA_21783","Clic2-like_stringtie_mRNA_21783",NA,NA
"Liver","OG_0003104",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_002198567.7.222","XM_002198567.7",NA,"LOC100229375"
"Liver","OG_0003104",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","Clic2-like_stringtie_mRNA_40028","Clic2-like_stringtie_mRNA_40028",NA,NA
"Liver","OG_0003104",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","XM_002198567.7.59","XM_002198567.7",NA,"LOC100229375"
"Liver","OG_0003104",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","Clic2-like_stringtie_mRNA_49842","Clic2-like_stringtie_mRNA_49842",NA,NA
"Liver","OG_0003104",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_002198567.7.27","XM_002198567.7",NA,"LOC100229375"
