"Tissue","OG","n_pairs","Pairs","species","gene_id"
"Muscle","OG_0002322",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","stringtie_mRNA_60371"
"Muscle","OG_0002322",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","stringtie_mRNA_20712"
"Muscle","OG_0002322",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","NM_001245829.1.76"
"Muscle","OG_0002322",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","stringtie_mRNA_18765"
"Muscle","OG_0002322",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","stringtie_mRNA_35851"
"Muscle","OG_0002322",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","stringtie_mRNA_36800"
"Muscle","OG_0002322",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","stringtie_mRNA_34316"
"Muscle","OG_0002322",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","NM_001245829.1.5"
"Muscle","OG_0002322",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","NM_001245829.1.718"
"Muscle","OG_0002557",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","stringtie_mRNA_2146"
"Muscle","OG_0002557",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","CASP8AP2-like_stringtie_mRNA_23245"
"Muscle","OG_0002557",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","Casp8ap2-like_stringtie_mRNA_58649"
"Muscle","OG_0002557",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","stringtie_mRNA_29157"
"Muscle","OG_0002557",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","Casp8ap2-like_stringtie_mRNA_28869"
"Muscle","OG_0002557",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","XM_040697839.2.3"
"Muscle","OG_0002557",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","XM_072926635.1.12"
"Muscle","OG_0002557",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","Casp8ap2-like_stringtie_mRNA_8920"
"Muscle","OG_0002557",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","XM_072926635.1.124"
"Muscle","OG_0002711",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_030290482.4.242"
"Muscle","OG_0002711",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","STX12-like_stringtie_mRNA_3454"
"Muscle","OG_0002711",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","XM_030290482.4.288"
"Muscle","OG_0002711",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_030290482.4.600"
"Muscle","OG_0002711",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","STX12-like_stringtie_mRNA_10094"
"Muscle","OG_0002711",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","STX12-like_stringtie_mRNA_26629"
"Muscle","OG_0002711",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","STX12-like_stringtie_mRNA_50756"
"Muscle","OG_0002711",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_030290482.4.90"
"Muscle","OG_0002711",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","XM_030290482.4.654"
"Muscle","OG_0002800",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","SDF2L1-like_stringtie_mRNA_17897"
"Muscle","OG_0002800",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","XM_030286050.4.285"
"Muscle","OG_0002800",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","TOP3B-like_stringtie_mRNA_50768"
"Muscle","OG_0002800",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_030286050.4.65"
"Muscle","OG_0002800",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","TOP3B-like_stringtie_mRNA_1376"
"Muscle","OG_0002800",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","XM_030286050.4.67"
"Muscle","OG_0002800",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","XM_030286050.4.292"
"Muscle","OG_0002800",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","TOP3B-like_stringtie_mRNA_1966"
"Muscle","OG_0002800",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","Top3b-like_stringtie_mRNA_34618"
"Muscle","OG_0003095",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","stringtie_mRNA_5608"
"Muscle","OG_0003095",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","XM_030263413.4.130"
"Muscle","OG_0003095",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","stringtie_mRNA_12600"
"Muscle","OG_0003095",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_002193985.7.105"
"Muscle","OG_0003095",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","XM_030263413.4.51"
"Muscle","OG_0003095",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","XM_030263413.4.26"
"Muscle","OG_0003095",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","IGSF3-like_stringtie_mRNA_22667"
"Muscle","OG_0003095",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","IGSF3-like_stringtie_mRNA_4954"
"Muscle","OG_0003095",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","XM_030263413.4.249"
"Muscle","OG_0003198",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","ADGRF5-like_stringtie_mRNA_61491"
"Muscle","OG_0003198",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","XM_030269952.4.401"
"Muscle","OG_0003198",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","ADGRF5-like_stringtie_mRNA_4403"
"Muscle","OG_0003198",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","XM_030269952.4.171"
"Muscle","OG_0003198",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","ADGRF5-like_stringtie_mRNA_28193"
"Muscle","OG_0003198",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","ADGRF5-like_stringtie_mRNA_20862"
"Muscle","OG_0003198",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","XM_030269951.4.203"
"Muscle","OG_0003198",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","XM_030269948.4.5"
"Muscle","OG_0003198",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","ADGRF5-like_stringtie_mRNA_63356"
"Muscle","OG_0003352",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","XM_004939122.5.114"
"Muscle","OG_0003352",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","XM_002186647.7.138"
"Muscle","OG_0003352",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","XM_004939122.5.157"
"Muscle","OG_0003352",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","CSRNP1-like_stringtie_mRNA_36526"
"Muscle","OG_0003352",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","CSRNP1-like_stringtie_mRNA_30231"
"Muscle","OG_0003352",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","CSRNP1-like_stringtie_mRNA_27340"
"Muscle","OG_0003352",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","XM_002186647.7.176"
"Muscle","OG_0003352",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","CSRNP1-like_stringtie_mRNA_44356"
"Muscle","OG_0003352",3,"sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","CSRNP1-like_stringtie_mRNA_229"
"Muscle","OG_0003474",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","drySqu","spt1-like_stringtie_mRNA_47934"
"Muscle","OG_0003474",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCan","NM_001135677.2.147"
"Muscle","OG_0003474",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakCri","XM_015294247.4.96"
"Muscle","OG_0003474",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","sakLuc","XM_030285238.4.98"
"Muscle","OG_0003474",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaAtr","SPT1-like_stringtie_mRNA_47112"
"Muscle","OG_0003474",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaBer","spt1-like_stringtie_mRNA_16453"
"Muscle","OG_0003474",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaCae","spt1-like_stringtie_mRNA_58876"
"Muscle","OG_0003474",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaDol","spt1-like_stringtie_mRNA_28380"
"Muscle","OG_0003474",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel","thaRuf","NM_001135677.2.405"
"Muscle","OG_0003478",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","OAT-like_stringtie_mRNA_32550"
"Muscle","OG_0003478",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","OAT-like_stringtie_mRNA_32405"
"Muscle","OG_0003478",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","OAT-like_stringtie_mRNA_39648"
"Muscle","OG_0003478",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","OAT-like_stringtie_mRNA_11165"
"Muscle","OG_0003478",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","stringtie_mRNA_9243"
"Muscle","OG_0003478",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","OAT-like_stringtie_mRNA_19003"
"Muscle","OG_0003478",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","OAT-like_stringtie_mRNA_63641"
"Muscle","OG_0003478",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","OAT-like_stringtie_mRNA_5085"
"Muscle","OG_0003478",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","XM_032749221.3.342"
"Muscle","OG_0003535",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","drySqu","et1-like_stringtie_mRNA_50092"
"Muscle","OG_0003535",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCan","XM_015284331.4.665"
"Muscle","OG_0003535",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakCri","stringtie_mRNA_36092"
"Muscle","OG_0003535",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","sakLuc","XM_015284331.4.864"
"Muscle","OG_0003535",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaAtr","XM_030289821.4.4998"
"Muscle","OG_0003535",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaBer","stringtie_mRNA_44273"
"Muscle","OG_0003535",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaCae","XM_030289821.4.-1_3"
"Muscle","OG_0003535",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaDol","XM_004175572.6.196"
"Muscle","OG_0003535",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaBer_vs_thaAtr","thaRuf","et1-like_stringtie_mRNA_16762"
"Muscle","OG_0003543",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","drySqu","XM_030286048.4.85"
"Muscle","OG_0003543",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCan","CN1-like_stringtie_mRNA_14071"
"Muscle","OG_0003543",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakCri","CN1-like_stringtie_mRNA_51162"
"Muscle","OG_0003543",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","sakLuc","CN1-like_stringtie_mRNA_23794"
"Muscle","OG_0003543",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaAtr","XM_046901403.1.1999"
"Muscle","OG_0003543",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaBer","CN1-like_stringtie_mRNA_10651"
"Muscle","OG_0003543",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaCae","cn1-like_stringtie_mRNA_1192"
"Muscle","OG_0003543",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaDol","XM_030286048.4.61"
"Muscle","OG_0003543",3,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaBer_vs_thaAtr","thaRuf","XM_046901403.1.695"
"Muscle","OG_0003585",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","drySqu","USF3-like_stringtie_mRNA_48052"
"Muscle","OG_0003585",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCan","XM_072925672.1.185"
"Muscle","OG_0003585",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakCri","USF3-like_stringtie_mRNA_18591"
"Muscle","OG_0003585",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","sakLuc","USF3-like_stringtie_mRNA_3617"
"Muscle","OG_0003585",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaAtr","stringtie_mRNA_30306"
"Muscle","OG_0003585",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaBer","USF3-like_stringtie_mRNA_27017"
"Muscle","OG_0003585",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaCae","XM_030266515.4.135"
"Muscle","OG_0003585",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaDol","stringtie_mRNA_12065"
"Muscle","OG_0003585",3,"sakLuc_vs_sakCan;thaBer_vs_thaAtr;thaRuf_vs_thaTor","thaRuf","USF3-like_stringtie_mRNA_54506"
"Muscle","OG_0003659",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","drySqu","Xpo1-like_stringtie_mRNA_57668"
"Muscle","OG_0003659",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCan","XM_072927392.1.152"
"Muscle","OG_0003659",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakCri","XM_072927392.1.14"
"Muscle","OG_0003659",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","sakLuc","Xpo1-like_stringtie_mRNA_39391"
"Muscle","OG_0003659",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaAtr","Xpo1-like_stringtie_mRNA_4189"
"Muscle","OG_0003659",4,"dysSti_vs_sakCri;sakLuc_vs_sakCan;thaAmb_vs_thaPel;thaRuf_vs_thaTor","thaBer","XM_072927389.1.14"
